__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
2-3o	7.16	12.25	2.073	0.398	1.935	2.171	-2.818	-0.571	0.6012	2.744	-2.805	-0.4819	0.6866	2.793	-2.552	-0.446	0.7284	3.006	0	-0.853	-0.3804	0.07712	2.75	-1.161	-0.2639	0.1499	2.807	-0.5294	-0.2161	0.1734	2.994	18.78	10.22	6.353	14.21	7.634	4.699	4.52	1.748	-1.748	0.1451	0.2014	123.9	40.6	0	8.619	0	12.95	0	79.21	61.27	0	0	19.25	0.1369	0.9065	0.4622	0.05605	0.09349	0.5378	0.03744	313.6	159.9	19.39	32.34	186	12.95	3.924	-3.924	0.1386	0.2064	0.729	0.3104	0.05605	0.271	0.6896	0.2149	252.2	107.4	19.39	93.72	238.5	74.34	9.584	23.86	19.91	22.42	6.371	0	233	60.58	0	3.38	18.01	25.17	0	55.32	34.64	0	0	157.9	56.61	18.44	45.23	0.4374	5.7	3.774	8.811	323.4	67.83	1.384	3	12	0	49	1	24	19	20	0	0	25	3	1	0	55.97	6	0.2308	12	51	1	26	7	0.2692	38	1.253	32.25	16.61	13.62	14.03	12.22	11.81	8.099	8.756	6.483	5.638	4.032	1.015	0.5749	0.6145	0.4053	8.084	3.524	4.718	2.343	0	0	6.318	1.882	3.264	1.015	0	0	2.266	0.8395	1.181	0.6172	0	0.6793	16	17.54	3.98	2.023	11.98	0	0	0	0	-0.02351	0	0	0	0	0	7.588	3.005	0	0.7141	2.528	0	4	1	1	0	2.898	-2.769	9.797	18	1	3	8	0	0.5	1	8	0	3	345.9	476.1	19.25	0	5.683	286.5	12.95	24.93	1702	31	118
2-3p	7.41	12.25	2.073	0.398	1.935	2.171	-2.818	-0.586	0.602	2.744	-2.805	-0.5381	0.6866	2.793	-2.552	-0.4487	0.7291	3.006	0	-0.853	-0.3804	0.07937	2.751	-1.161	-0.2639	0.1645	2.808	-0.5294	-0.2161	0.184	2.995	18.78	10.22	6.353	14.21	7.634	4.699	4.52	1.721	-1.721	0.1465	0.2045	126.1	38.39	0	8.619	0	12.95	0	79.21	61.27	0	0	19.25	0.1369	0.9065	0.4622	0.05605	0.09349	0.5378	0.03744	313.6	159.9	19.39	32.34	186	12.95	3.924	-3.924	0.1386	0.2064	0.729	0.3104	0.05605	0.271	0.6896	0.2149	252.2	107.4	19.39	93.72	238.5	74.34	9.584	23.86	19.91	22.42	6.371	0	233	60.58	0	3.38	18.01	25.17	0	55.32	34.64	0	0	157.9	56.61	18.44	45.23	0.4374	5.7	3.774	8.811	323.4	67.83	1.384	3	12	0	49	1	24	19	20	0	0	25	3	1	0	55.97	6	0.2308	12	51	1	26	7	0.2692	38	1.253	32.25	16.61	13.62	14.03	12.22	11.81	8.099	8.756	6.483	5.574	4.006	1.015	0.5749	0.6145	0.4053	8.084	3.691	4.737	2.427	0	0	6.318	1.764	3.27	0.9666	0	0	2.266	0.9574	1.191	0.6653	0	0.6793	16	17.46	3.934	2.072	11.99	0	0	0	0	-0.001006	0	0	0	0	0	7.61	3.017	0	0.7174	2.529	0	4	1	1	0	2.899	-2.769	9.797	18	1	3	8	0	0.5	1	8	0	3	345.9	476.1	19.25	0	5.683	286.5	12.95	24.93	1702	31	118
2-3r	5.8	12.17	1.443	0.398	1.676	1.759	-2.821	-0.5476	0.5902	2.755	-2.811	-0.456	0.6808	2.857	-2.556	-0.4267	0.7156	3.013	0	-0.8533	-0.3787	0.05822	2.852	-1.162	-0.2695	0.1438	2.908	-0.5327	-0.2109	0.1596	3.085	18.78	10.22	6.353	15.92	8.599	5.315	5.704	1.646	-1.646	0.1361	0.2161	137.3	21.33	0	8.619	12.95	0	0	72.1	87.38	0	0	13.57	0.1369	0.9246	0.4901	0.03878	0.07543	0.5099	0.03665	326.7	173.2	13.7	26.65	180.2	12.95	3.004	-3.004	0.1894	0.2697	0.7508	0.2184	0.03878	0.2492	0.7816	0.2104	265.3	77.19	13.7	88.04	276.2	74.34	9.885	23.86	3.124	26.83	3.186	0	257.6	60.58	0	4.252	18.01	8.383	23.86	55.32	12.01	0	0	88.22	150.9	18.44	32.34	0.4374	5.7	3.774	8.811	328.5	70.97	1.267	2	6	0	56	1	24	20	21	0	0	32	2	1	0	61.3	6	0.2308	6	58	1	26	7	0.2692	51	1.252	38.58	16.61	14.33	14.88	13.53	11.81	9.099	9.851	8.094	6.634	5.553	1.015	0.5749	0.6834	0.4663	8.084	4.599	5.784	3.673	0	0	6.318	2.754	4.183	2.014	0	0	2.266	0.9574	1.385	0.7732	0	0.6532	16	10.76	0	1.413	12.18	0	0	0	0	0.3159	0	0	0	0	0	14	3.198	0	1.079	2.562	0	3	1	1	0	4.146	-4.114	10.02	18	1	3	10	0	0.5	1	8	0	3	353.4	502.9	13.57	0	5.683	293.3	12.95	19.25	1702	31	118
2-9	6.28	12.08	1.736	0.03	1.179	1.809	-2.822	-0.593	0.6283	2.748	-2.788	-0.495	0.7152	2.825	-2.557	-0.4634	0.7639	3.01	0	-0.8524	-0.3858	0.06575	2.786	-0.9224	-0.2639	0.1526	2.873	-0.5316	-0.2161	0.1715	3.029	18.78	10.22	6.353	14.64	7.874	4.852	4.802	1.419	-1.419	0.115	0.2101	96.61	42.65	0	8.459	0	0	0	63.4	122.5	0	0	13.57	0	0.9609	0.5746	0.03907	0.03907	0.4254	0	333.7	199.5	13.57	13.57	147.7	0	3.023	-3.023	0.1398	0.2679	0.8226	0.3984	0.03907	0.1774	0.6016	0.1383	285.6	138.3	13.57	61.6	208.9	48.04	9.927	23.86	3.124	4.411	6.371	0	289.2	42.57	0	5.218	0	8.812	0	36.88	34.64	0	0	176.4	94.34	18.44	20.31	0.4374	5.7	3.774	8.811	321.5	62.8	1.231	2	12	0	51	0	24	21	22	0	0	27	1	1	0	58.63	7	0.2692	12	53	1	26	7	0.2692	40	1.253	32.45	16.61	15.04	14.36	13.51	11.81	10.01	9.156	8.003	7.512	5.364	1.015	0.5749	0.6356	0.4053	8.084	5.508	5.068	3.551	0	0	6.318	3.75	3.595	2.09	0	0	2.266	1.075	1.248	0.7242	0	0.6516	16	20.41	0	2.264	12.13	0	0	0	0	0.289	0	0	0	0	0	8.889	0	0	0.7922	2.557	0	2	0	1	1	5.089	-4.583	10.1	18	1	3	9	1	0.5	1	8	0	3	347.2	493.3	13.57	0	0	304.7	8.459	13.57	1702	31	118
3-12a	7.89	13.2	2.112	0.03	0.986	2.3	-2.782	-0.5264	0.569	2.706	-2.767	-0.4368	0.6558	2.754	-2.51	-0.3908	0.6994	2.974	0	-0.8519	-0.3897	0.05157	2.807	-0.9224	-0.2639	0.1366	2.892	-0.522	-0.2039	0.1568	3.069	21.24	9.871	5.024	16.67	7.673	3.879	4.568	1.843	-1.843	0.1029	0.1874	131.8	59.72	16.92	8.459	0	0	0	72.71	73.53	0	0	13.57	5.008	0.9513	0.4318	0.04867	0.04867	0.5682	0	363.1	164.8	18.57	18.57	216.8	0	3.854	-3.854	0.1218	0.2102	0.6396	0.3229	0.08078	0.3604	0.6771	0.2796	244.1	123.2	30.83	137.6	258.4	106.7	11.03	23.86	25.12	4.411	23.23	0	216.2	42.57	70.77	4.548	22	8.812	0	36.88	37.83	92.82	0	141.1	37.74	28.93	38.77	0.3989	5.954	3.771	9.278	377.5	74.8	1.36	4	12	0	55	0	28	23	24	0	0	27	1	3	0	63.75	5	0.1613	12	58	2	31	5	0.1613	44	1.233	36.29	19.51	16.52	16.61	14.94	13.67	9.641	9.942	7.565	7.738	5.333	1.608	0.8777	0.8878	0.5608	10.52	5.921	5.845	3.59	0	0	8.381	4.071	4.099	2.095	0	0	4.084	1.74	1.833	0.993	0	0.6943	16	14.38	0	4.457	12.87	0	0	2.223	0	1.064	3.227	0	0	0	0	6.06	0	10.73	0.476	2.505	0	4	0	1	0	3.979	-4.464	11.13	23	1	4	7	1	0.5	1	8	1	4	381.7	543.7	18.57	0	0	334.1	8.459	18.57	2333	44	148
3-13a	4.3	13.72	2.313	0.03	1.225	2.58	-2.8	-0.5617	0.5694	2.766	-2.793	-0.4838	0.6585	2.811	-2.543	-0.3809	0.7017	3.021	0	-0.8478	-0.3935	0.04967	2.884	-0.9591	-0.2851	0.1344	2.944	-0.5299	-0.2068	0.1541	3.131	22.2	10.08	4.924	17.5	7.874	3.821	4.752	2.107	-2.107	0.1208	0.1639	140.5	55.45	16.92	8.459	0	12.95	0	86.03	36.76	0	0	27.13	5.008	0.8842	0.3981	0.08258	0.1158	0.6019	0.03327	344.1	154.9	32.14	45.09	234.3	12.95	3.719	-3.719	0.1462	0.1775	0.6662	0.3086	0.08258	0.3338	0.6914	0.2512	259.3	120.1	32.14	129.9	269.1	97.79	11.08	47.72	25.12	8.822	20.04	0	199	47.83	70.77	4.001	22	14.07	0	36.88	66.1	89.64	0	123.5	56.61	10.49	55.84	0.3883	6	3.772	9.385	393.5	78.79	1.407	4	12	0	56	0	29	22	24	0	0	27	1	4	0	64.55	6	0.1875	12	59	2	32	6	0.1875	45	1.256	37.24	20.38	16.39	17.02	14.94	14.1	9.566	10.24	7.749	7.632	5.607	1.725	0.8402	0.9402	0.606	11.19	5.847	6.252	3.926	0	0	8.778	4.018	4.421	2.411	0	0	4.812	1.687	2.097	1.121	1	0.7144	16	13.2	0	3.842	25.56	0	0	0	0	0.316	3.203	0	0	0	0	5.057	0	10.73	0.4908	1.937	0	5	0	1	0	3.593	-4.396	11.27	22	1	4	7	0	0.5	1	8	0	4	389.2	550.8	32.14	0	0	313.8	21.41	32.14	2524	48	154
3-13b	5.27	9.804	1.351	0.351	0.819	1.776	-2.798	-0.5481	0.4887	2.756	-2.825	-0.4719	0.5844	2.803	-2.538	-0.346	0.6656	3.014	0	-0.8498	-0.403	-0.01431	2.788	-1.153	-0.3103	0.1049	2.854	-0.5297	-0.202	0.1249	3.033	15.88	7.051	3.347	13.48	5.933	2.798	3.808	1.554	-1.554	0.1074	0.2223	111.9	34.12	25.54	8.459	0	0	0	87.91	0	0	0	13.57	5.144	0.9347	0.3719	0.06527	0.06527	0.6281	0	267.9	106.6	18.71	18.71	180	0	2.638	-2.638	0.1602	0.3411	0.6087	0.1585	0.06527	0.3913	0.8415	0.326	174.5	45.43	18.71	112.2	241.2	93.46	8.128	23.86	22	26.83	16.86	0	110.8	42.57	70.77	2.448	40.01	5.688	0	36.88	39.05	89.64	0	35.29	56.61	10.49	47.56	0.4825	5.524	3.223	8.482	289.4	61.93	1.408	4	6	0	44	1	21	16	17	0	0	23	1	3	0	48.76	4	0.1739	6	46	1	23	4	0.1739	39	1.603	30.59	14.82	11.7	12.78	11.05	10.22	6.416	7.724	5.588	5.234	4.241	1.199	0.6735	0.6995	0.5227	7.887	4.197	4.789	3.152	0	0	6.206	2.884	3.403	1.973	0	0	3.271	1.451	1.553	1.025	1	0.7082	11	3.813	0	3.293	12.63	0	0	0	0	0.2819	3.24	0	0	0	0	6.401	3.38	10.65	0.8178	0	0	4	1	1	0	2.09	-2.328	8.219	16	1	3	6	0	0.4545	0.8333	6	0	3	286.7	408.6	18.57	0	0	232.5	8.459	24.26	940	33	110
3-13c	5.68	12.73	1.937	0.03	1.179	1.896	-2.828	-0.5346	0.5915	2.77	-2.797	-0.4383	0.6864	2.83	-2.566	-0.4083	0.7221	3.028	0	-0.8522	-0.3698	0.06029	2.899	-0.9225	-0.2639	0.1412	2.974	-0.5302	-0.206	0.1606	3.144	18.37	8.792	4.646	14.47	6.852	3.592	3.965	1.41	-1.41	0.118	0.2114	92.18	38.39	0	8.459	0	0	0	74.31	110.3	0	0	13.57	0	0.9598	0.5877	0.04023	0.04023	0.4123	0	323.6	198.2	13.57	13.57	139	0	3.017	-3.017	0.1401	0.2685	0.8173	0.3804	0.04023	0.1827	0.6196	0.1425	275.6	128.3	13.57	61.6	208.9	48.04	10.18	23.86	3.124	8.822	9.557	0	271.6	42.57	0	5	0	8.812	0	36.88	42.24	18.87	0	158.8	75.47	18.44	20.31	0.4351	5.807	3.652	8.944	333.5	64	1.231	2	12	0	52	0	25	22	23	0	0	27	1	1	0	60.39	4	0.1429	12	55	1	28	4	0.1429	42	1.205	32.45	17.06	15.48	14.86	14.01	12.29	10.49	9.678	8.525	8.421	6.202	1.274	0.8777	0.8576	0.6405	9.289	6.573	5.99	4.416	0	0	7.685	4.914	4.509	2.938	0	0	3.169	1.823	1.808	1.217	1	0.6618	15	18.93	0	3.64	12.79	0	0	0	0	0.3968	0	0	0	0	0	9.055	0	0	0.9646	2.559	0	2	0	1	1	4.852	-4.642	10.34	23	1	4	7	1	0.4667	0.875	8	0	4	337.2	503.9	13.57	0	0	293.3	8.459	13.57	1716	38	132
3-13d	4.82	13.23	1.937	0.03	1.179	1.896	-2.825	-0.5334	0.5905	2.77	-2.795	-0.4372	0.6857	2.836	-2.563	-0.4075	0.7216	3.029	0	-0.8522	-0.3689	0.06031	2.948	-0.9225	-0.2639	0.1411	3.028	-0.5303	-0.2054	0.1605	3.192	19.32	9.467	5.093	15.37	7.457	3.984	4.408	1.463	-1.463	0.1138	0.2038	100.7	38.39	0	8.459	0	0	0	83.01	110.3	0	0	13.57	0	0.9617	0.5837	0.03828	0.03828	0.4163	0	340.9	206.9	13.57	13.57	147.6	0	3.017	-3.017	0.1401	0.2685	0.8262	0.3619	0.03828	0.1738	0.6381	0.1355	292.8	128.3	13.57	61.6	226.1	48.04	10.65	23.86	3.124	8.822	9.557	0	290.4	42.57	0	5.39	0	8.812	0	36.88	42.24	18.87	0	158.8	94.34	18.44	20.31	0.4223	5.858	3.654	9.065	347.5	67.05	1.219	2	12	0	55	0	26	23	24	0	0	29	1	1	0	63.48	4	0.1379	12	58	1	29	4	0.1379	45	1.23	34.64	17.77	16.19	15.57	14.71	12.79	10.99	10.18	9.025	8.775	6.555	1.274	0.8777	0.8576	0.6405	9.53	6.814	6.226	4.653	0	0	7.899	5.128	4.718	3.147	0	0	3.169	1.823	1.808	1.217	1	0.6578	15	19.01	0	3.663	13.01	0	0	0	0	0.4072	0	0	0	0	0	10.23	0	0	0.9496	2.566	0	2	0	1	1	5.294	-5.157	10.8	24	1	4	8	1	0.4667	0.875	8	0	4	354.4	528.3	13.57	0	0	309.1	8.459	13.57	1874	42	136
3-13e_E2020	8.24	13.1	1.953	0.03	0.986	2.185	-2.82	-0.5409	0.5683	2.768	-2.793	-0.4525	0.6589	2.821	-2.557	-0.3794	0.7004	3.027	0	-0.8522	-0.3878	0.04102	2.904	-0.9225	-0.2724	0.1314	2.981	-0.5302	-0.2052	0.1515	3.151	21.24	9.871	5.024	17.19	7.923	4.009	4.865	1.861	-1.861	0.08966	0.1855	133.6	55.45	16.92	8.459	0	0	0	90.12	61.27	0	0	13.57	5.008	0.9517	0.4421	0.04832	0.04832	0.5579	0	365.9	170	18.57	18.57	214.5	0	3.442	-3.442	0.1228	0.2353	0.6967	0.283	0.04832	0.3033	0.717	0.255	267.8	108.8	18.57	116.6	275.7	98.03	11.03	23.86	25.12	8.822	20.04	0	217.4	42.57	70.77	4.627	22	8.812	0	36.88	42.24	89.64	0	123.5	56.61	28.93	38.77	0.3989	5.954	3.771	9.278	379.5	76.8	1.347	4	12	0	57	0	28	23	24	0	0	29	1	3	0	65.08	6	0.1935	12	60	1	31	6	0.1935	47	1.232	38.47	19.51	16.52	16.82	15.15	13.67	9.641	10.23	7.852	7.738	5.726	1.608	0.8777	0.9754	0.6405	10.52	5.921	6.286	3.995	0	0	8.381	4.071	4.508	2.451	0	0	4.084	1.74	2.044	1.161	1	0.6905	16	14.52	0	4.664	12.94	0	0	0	0	0.2802	3.256	0	0	0	0	7.459	0	10.77	0.7468	2.535	0	4	0	1	0	4.146	-4.227	11.18	22	1	4	8	1	0.5	1	8	0	4	384.4	549.6	18.57	0	0	334.1	8.459	18.57	2333	44	148
3-13f	7.09	12.71	1.945	0.03	1.175	1.872	-2.82	-0.5506	0.5782	2.768	-2.793	-0.4765	0.6728	2.821	-2.557	-0.3892	0.7095	3.027	0	-0.8522	-0.3841	0.05342	2.881	-0.9225	-0.2809	0.1357	2.953	-0.5302	-0.204	0.1554	3.128	19.32	9	4.716	15.37	7.089	3.689	4.191	1.585	-1.585	0.1053	0.2195	108.6	55.38	0	8.459	0	0	0	90.12	73.53	0	0	13.57	2.504	0.9544	0.5103	0.04563	0.04563	0.4897	0	336.1	179.7	16.07	16.07	172.5	0	3.229	-3.229	0.1309	0.2508	0.747	0.3365	0.04563	0.253	0.6635	0.2074	263.1	118.5	16.07	89.1	233.7	73.03	10.38	23.86	14.12	8.822	14.8	0	235.1	42.57	35.38	4.619	11	8.812	0	36.88	42.24	54.25	0	141.1	56.61	23.68	29.54	0.4223	5.858	3.716	9.058	349.5	69.16	1.305	3	12	0	53	0	26	22	23	0	0	27	1	2	0	61.19	5	0.1724	12	56	1	29	5	0.1724	43	1.208	34.37	17.93	15.65	15.49	14.22	12.72	9.807	9.701	7.936	7.897	5.793	1.478	0.8777	0.9256	0.6405	9.752	6.088	5.994	4.057	0	0	7.641	4.25	4.278	2.51	0	0	3.574	1.762	1.9	1.169	1	0.6792	16	16.65	0	4.256	12.78	0	0	0	0	0.3246	1.655	0	0	0	0	7.674	0	5.276	0.8426	2.544	0	3	0	1	0	4.403	-4.177	10.53	22	1	4	7	1	0.5	1	8	0	4	352.2	514.5	16.07	0	0	305.8	8.459	16.07	1924	39	138
3-13g	8.19	12.71	1.945	0.03	1.175	1.872	-2.82	-0.5493	0.5766	2.768	-2.793	-0.468	0.6707	2.821	-2.557	-0.3855	0.7087	3.027	0	-0.8522	-0.384	0.05295	2.881	-0.9225	-0.2806	0.1352	2.954	-0.5302	-0.2042	0.1552	3.128	19.32	9	4.716	15.37	7.089	3.689	4.191	1.582	-1.582	0.1054	0.2199	108.6	55.38	0	8.459	0	0	0	102.4	61.27	0	0	13.57	2.504	0.9544	0.5103	0.04563	0.04563	0.4897	0	336.1	179.7	16.07	16.07	172.5	0	3.229	-3.229	0.1309	0.2508	0.747	0.3365	0.04563	0.253	0.6635	0.2074	263.1	118.5	16.07	89.1	233.7	73.03	10.38	23.86	14.12	8.822	14.8	0	235.1	42.57	35.38	4.619	11	8.812	0	36.88	42.24	54.25	0	141.1	56.61	23.68	29.54	0.4223	5.858	3.717	9.058	349.5	69.16	1.305	3	12	0	53	0	26	22	23	0	0	27	1	2	0	61.19	5	0.1724	12	56	1	29	5	0.1724	43	1.207	34.37	17.93	15.65	15.49	14.22	12.72	9.807	9.701	7.936	7.897	5.793	1.478	0.8777	0.9256	0.6405	9.745	6.081	5.989	4.053	0	0	7.694	4.25	4.295	2.51	0	0	3.57	1.758	1.898	1.166	1	0.6792	16	16.59	0	4.325	12.72	0	0	0	0	0.342	1.68	0	0	0	0	7.654	0	5.304	0.8426	2.544	0	3	0	1	0	4.403	-4.177	10.53	22	1	4	7	1	0.5	1	8	0	4	352.2	514.5	16.07	0	0	305.8	8.459	16.07	1926	39	138
3-13h	7.92	12.71	1.945	0.03	1.175	1.872	-2.82	-0.5354	0.58	2.768	-2.793	-0.4461	0.6771	2.822	-2.557	-0.3934	0.7154	3.027	0	-0.8522	-0.3824	0.05596	2.889	-0.9225	-0.2811	0.1374	2.962	-0.5303	-0.2016	0.1569	3.135	19.32	9	4.543	15.37	7.089	3.554	4.191	1.586	-1.586	0.1052	0.2192	108.6	55.38	0	8.459	0	0	0	77.86	85.78	0	0	13.57	2.504	0.9544	0.5103	0.04563	0.04563	0.4897	0	336.1	179.7	16.07	16.07	172.5	0	3.229	-3.229	0.1309	0.2508	0.747	0.3365	0.04563	0.253	0.6635	0.2074	263.1	118.5	16.07	89.1	233.7	73.03	10.38	23.86	14.12	8.822	14.8	0	235.1	42.57	35.38	4.619	11	8.812	0	36.88	42.24	54.25	0	141.1	56.61	23.68	29.54	0.4223	5.858	3.669	9.063	349.5	69.16	1.305	3	12	0	53	0	26	22	23	0	0	27	1	2	0	61.19	5	0.1724	12	56	1	29	5	0.1724	43	1.229	34.37	17.93	15.65	15.49	14.22	12.74	9.824	9.707	7.942	7.866	5.772	1.41	0.8471	0.9028	0.6269	9.78	6.033	6.014	4.029	0	0	7.856	4.218	4.368	2.491	0	0	3.624	1.683	1.929	1.138	1	0.6792	15	16.56	0	4.262	12.78	0	0	0	0	0.3246	1.69	0	0	0	0	7.582	0	5.455	0.8086	2.542	0	3	0	1	0	4.364	-4.177	10.53	22	1	4	7	1	0.4667	0.875	8	0	4	352.2	514.5	16.07	0	0	305.8	8.459	16.07	1890	40	138
3-13i	7.07	13.1	1.953	0.03	0.986	2.185	-2.82	-0.5367	0.5709	2.768	-2.793	-0.4614	0.6636	2.822	-2.557	-0.387	0.7028	3.027	0	-0.8522	-0.3908	0.04141	2.912	-0.9225	-0.273	0.1329	2.988	-0.5302	-0.202	0.152	3.158	21.24	9.871	4.855	17.19	7.923	3.874	4.865	1.901	-1.901	0.08909	0.1817	131.4	57.66	16.92	8.459	0	0	0	77.86	73.53	0	0	13.57	5.008	0.9517	0.4421	0.04832	0.04832	0.5579	0	365.9	170	18.57	18.57	214.5	0	3.442	-3.442	0.1228	0.2353	0.6967	0.283	0.04832	0.3033	0.717	0.255	267.8	108.8	18.57	116.6	275.7	98.03	11.03	23.86	25.12	8.822	20.04	0	217.4	42.57	70.77	4.627	22	8.812	0	36.88	42.24	89.64	0	123.5	56.61	28.93	38.77	0.3989	5.954	3.74	9.281	379.5	76.8	1.347	4	12	0	57	0	28	23	24	0	0	29	1	3	0	65.08	6	0.1935	12	60	1	31	6	0.1935	47	1.252	38.47	19.51	16.52	16.82	15.15	13.69	9.657	10.24	7.858	7.714	5.713	1.552	0.8527	0.9579	0.6309	10.5	5.884	6.289	3.978	0	0	8.645	4.047	4.581	2.438	0	0	4.035	1.676	2.044	1.138	1	0.6905	16	14.61	0	4.473	13.08	0	0	0	0	0.2338	3.228	0	0	0	0	7.422	0	10.88	0.7128	2.533	0	4	0	1	0	4.07	-4.227	11.18	22	1	4	8	1	0.5	1	8	0	4	384.4	549.6	18.57	0	0	334.1	8.459	18.57	2295	45	148
