__MOL_ID__	LogS	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
628-63-7	-1.89	6	0	0	0	0	4	1	0	130.186	2.631	400.436	338.955	61.481	0	0	606.038	0	2	0.0114199	0	0.8648986	15.531	3.956	5.153	2.189	1.849	-2.107	-0.91	-3.718	2587.486	-0.226	1382.364	-2.269	11.157	-1.171	0	-0.328	3	100	0	0	38.408	2	0	0	0	0	0	9	0	0
106-70-7	-2.0	5	0	0	0	0	4	1	0	130.186	2.101	386.307	332.751	53.556	0	0	593.133	0	2	0.0074435	0	0.8837591	15.015	3.92	4.92	2.101	1.777	-1.689	-0.91	-3.413	3076.321	-0.135	1666.688	-2.122	11.191	-1.139	1	-0.365	3	100	0	0	35.946	2	0	0	0	0	0	9	0	0
539-82-2	-1.75	5	0	0	0	0	4	1	0	130.186	2.337	397.142	349.935	47.207	0	0	603.309	0	2	0.0090563	0	0.8694531	15.422	3.863	5.022	2.084	1.899	-1.905	-0.91	-3.644	3533.757	-0.094	1936.105	-2.005	11.11	-1.199	1	-0.335	3	100	0	0	35.826	2	0	0	0	0	0	9	0	0
123-92-2	-1.92	6	0	0	0	0	3	1	0	130.186	2.575	387.811	326.327	61.484	0	0	591.486	0	2	0.0112061	0	0.8787009	15.591	3.912	5.235	2.379	1.707	-1.828	-0.91	-3.495	2587.297	-0.148	1382.254	-2.365	11.147	-1.179	0	-0.327	3	100	0	0	38.408	2	0	0	0	0	0	9	0	0
142-92-7	-2.46	5	0	0	0	0	5	1	0	144.213	2.672	432.85	371.366	61.484	0	0	665.84	0	2	0.0107245	0	0.8519376	17.282	4.519	5.691	2.046	2.284	-2.559	-1.208	-3.928	2587.297	-0.303	1382.254	-2.173	11.158	-1.17	0	-0.196	3	100	0	0	38.408	2	0	0	0	0	0	10	0	0
111-11-5	-3.39	4	0	0	0	0	6	1	0	158.24	2.091	451.135	397.571	53.564	0	0	712.737	0	2	0.0061319	0	0.8553519	18.517	4.996	5.998	1.816	2.6	-2.694	-1.506	-3.873	3075.787	-0.286	1666.376	-1.931	11.193	-1.136	1	-0.103	3	100	0	0	35.947	2	0	0	0	0	0	11	0	0
106-30-9	-2.71	4	0	0	0	0	6	1	0	158.24	2.317	461.964	414.756	47.208	0	0	722.905	0	2	0.0074273	0	0.8432271	18.924	4.983	6.095	1.798	2.711	-2.911	-1.506	-4.069	3533.667	-0.241	1936.052	-1.813	11.109	-1.196	1	-0.073	3	100	0	0	35.825	2	0	0	0	0	0	11	0	0
102-76-1	-0.6	3	0	0	0	0	5	3	-2	218.206	4.924	503.951	358.241	145.71	0	0	801.398	0	6	0.0302512	0	0.8279595	22.707	6.438	10.375	6.73	0.593	-1.811	-0.924	-4.316	411.276	-1.155	189.354	-3.725	11.166	-0.989	0	-0.873	3	77.206	0	0	108.474	6	0	0	0	0	0	15	0	0
106-32-1	-3.39	4	0	0	0	0	7	1	0	172.267	2.35	494.379	447.163	47.216	0	0	782.708	0	2	0.0070574	0	0.8308162	20.675	5.558	6.637	1.656	3.101	-3.369	-1.804	-4.27	3533.043	-0.314	1935.682	-1.718	11.11	-1.194	1	0.058	3	100	0	0	35.826	2	0	0	0	0	0	12	0	0
110-38-3	-4.1	4	0	0	0	0	9	1	0	200.32	2.344	559.199	511.99	47.209	0	0	902.306	0	2	0.0060872	0	0.8075476	24.177	6.737	7.72	1.371	3.881	-4.302	-2.399	-4.646	3533.596	-0.462	1936.01	-1.525	11.111	-1.194	1	0.32	3	100	0	0	35.825	2	0	0	0	0	0	14	0	0
96-33-3	-0.22	9	0	0	0	0	1	1	1	86.09	1.952	280.479	168.931	60.45	51.098	0	397.45	0	2	0.0095852	0	0.9320798	9.598	2.61	3.374	2.902	0.722	-0.057	0.027	-2.875	2646.405	0.039	1416.418	-2.358	10.998	0.044	0	-0.806	3	92.432	0	0	36.625	2	0	0	0	0	0	6	0	0
140-88-5	-0.74	8	0	0	0	0	2	1	0	100.117	2.141	324.997	218.525	55.372	51.1	0	467.392	0	2	0.009811	0	0.8962052	11.755	2.985	4.003	2.754	1.238	-0.871	-0.271	-3.455	2956.699	-0.017	1596.75	-2.168	10.961	0.001	0	-0.645	3	96.315	0	0	36.506	2	0	0	0	0	0	7	0	0
80-62-6	-0.8	7	0	0	0	0	1	1	1	100.117	2.293	308.242	220.782	51.166	36.293	0	451.535	0	2	0.0116409	0	0.9234249	11.621	2.972	4.019	2.805	0.61	-0.829	-0.271	-2.944	3241.092	0.103	1763.384	-2.239	10.532	0.004	1	-0.649	3	93.35	0	0	34.59	2	0	0	0	0	0	7	0	0
93-89-0	-2.32	3	0	0	0	0	2	1	1	150.177	2.745	390.019	141.846	48.101	200.072	0	601.127	0	2	0.0125329	0	0.8831957	18.53	5.375	6.584	3.875	2.132	-1.986	-1.694	-4.376	3465.418	0.032	1895.667	-1.509	10.077	0.404	0	-0.257	3	100	0	0	35.03	2	0	6	0	6	0	11	0	0
131-11-3	-1.66	1	0	0	0	0	2	2	0	194.187	3.933	426.044	190.166	74.236	161.642	0	676.919	0	4	0.0228485	0	0.8751217	21.196	6.041	8.79	5.848	1.439	-1.871	-1.701	-4.324	1958.481	-0.203	1023.011	-2.126	10.272	0.727	0	-0.572	3	94.289	0	0	61.189	4	0	6	0	6	0	14	0	0
2315-68-6	-2.67	3	0	0	0	0	3	1	0	164.204	2.686	422.328	174.189	48.147	199.991	0	660.924	0	2	0.0109156	0	0.8688597	20.28	5.908	7.11	3.731	2.527	-2.551	-1.992	-4.608	3461.931	-0.043	1893.605	-1.414	10.077	0.404	0	-0.126	3	100	0	0	35.03	2	0	6	0	6	0	12	0	0
84-66-2	-2.35	1	0	0	0	0	4	2	0	222.24	3.985	505.96	282.432	63.51	160.018	0	813.607	0	4	0.0195206	0	0.8330272	25.366	7.139	9.98	5.515	2.404	-3.067	-2.297	-4.997	2475.354	-0.288	1317.727	-1.742	10.231	0.677	0	-0.26	3	100	0	0	60.955	4	0	6	0	6	0	16	0	0
84-69-5	-4.66	1	0	0	0	0	6	2	0	278.347	3.971	605.56	397.394	57.731	150.436	0	1026.515	0	4	0.0153598	0	0.8126764	32.511	9.153	12.279	5.209	3.821	-4.497	-3.488	-5.281	2808.253	-0.381	1510.277	-1.477	10.231	0.677	0	0.273	3	100	0	0	58.808	4	0	6	0	6	0	20	0	0
117-81-7	-6.96	4	0	0	0	0	14	2	-1	390.562	3.956	824.555	626.63	55.037	142.888	0	1454.625	0	4	0.0107571	0	0.7529735	44.435	13.445	15.934	3.901	6.623	-7.469	-5.871	-6.211	2978.385	-0.927	1609.412	-0.686	10.242	0.69	0	1.176	1	100	0	0	55.351	4	1	6	0	6	0	28	1	0
85-68-7	-5.64	0	0	0	0	0	7	2	0	312.365	4.007	654.426	239.59	56.388	358.448	0	1108.037	0	4	0.0144927	0	0.7912988	37.118	11.422	14.11	6.512	4.585	-5.33	-4.57	-6.618	2891.817	-0.459	1558.91	-0.624	9.887	0.682	1	0.467	3	100	0	0	60.857	4	0	12	0	12	0	23	0	0
109-87-5	0.48	14	0	0	0	0	2	1	-1	76.095	0.37	240.673	240.673	0	0	0	349.642	0	3.4	0.0003911	0	0.9972848	6.554	2.121	2.616	3.206	-0.008	0.613	1.464	-1.576	9906.038	-0.881	5899.293	-1.327	10.95	-2.656	0	-1.361	3	100	0	0	17.342	2	0	0	0	0	0	5	0	0
557-17-5	-0.39	11	0	0	0	0	2	0	0	74.122	1.556	278.732	278.732	0	0	0	398.44	0	1.7	0.0060787	0	0.9394783	8.507	1.928	2.376	1.623	0.889	-0.093	-0.504	-2.511	9906.038	-0.027	5899.293	-2.098	10.59	-2.749	1	-0.765	3	100	0	0	8.872	1	0	0	0	0	0	5	0	0
598-53-8	-0.06	12	0	0	0	0	1	0	0	74.122	1.636	268.738	268.738	0	0	0	391.801	0	1.7	0.0068284	0	0.9635637	8.884	2.157	2.587	1.82	0.853	-0.173	-0.435	-2.122	9906.038	-0.047	5899.293	-1.423	10.67	-2.813	1	-0.742	3	100	0	0	8.518	1	0	0	0	0	0	5	0	0
628-28-4	-0.99	10	0	0	0	0	3	0	1	88.149	1.503	311.142	311.142	0	0	0	458.237	0	1.7	0.0049271	0	0.9238456	10.258	2.437	2.908	1.481	1.031	-0.556	-1.126	-2.764	9906.038	0.038	5899.293	-1.231	10.59	-2.722	1	-0.634	3	100	0	0	8.871	1	0	0	0	0	0	6	0	0
628-32-0	-0.66	9	0	0	0	0	3	0	1	88.149	1.429	325.48	325.48	0	0	0	471.86	0	1.7	0.0043272	0	0.9005656	10.804	2.334	3.049	1.515	1.122	-0.923	-1.268	-3.141	9906.038	0.066	5899.293	-1.231	10.492	-2.661	1	-0.594	3	100	0	0	8.396	1	0	0	0	0	0	6	0	0
625-54-7	-0.55	10	0	0	0	0	2	0	1	88.149	1.513	314.534	314.534	0	0	0	463.752	0	1.7	0.0049346	0	0.9212005	11.121	2.47	3.239	1.709	0.975	-0.376	-1.183	-2.807	9906.038	0.045	5899.293	-1.796	10.537	-2.717	1	-0.575	3	100	0	0	8.041	1	0	0	0	0	0	6	0	0
142-68-7	-0.03	12	0	0	0	0	0	0	0	86.133	1.633	262.153	262.153	0	0	0	390.74	0	1.7	0.0068213	0	0.9859825	9.483	2.44	2.861	2.024	0.688	0.113	-0.423	-1.759	9906.038	-0.06	5899.293	-2.238	10.637	-2.907	1	-0.702	3	100	0	0	9.169	1	0	6	0	6	5	6	0	0
111-43-3	-1.62	8	0	0	0	0	4	0	1	102.176	1.449	357.981	357.981	0	0	0	531.75	0	1.7	0.003946	0	0.8867014	12.558	2.882	3.593	1.373	1.88	-1.209	-1.891	-3.365	9906.038	0.132	5899.293	-1.135	10.486	-2.617	1	-0.463	3	100	0	0	8.396	1	0	0	0	0	0	7	0	0
108-20-3	-1.1	8	0	0	0	0	2	0	1	102.176	1.602	334.004	334.004	0	0	0	513.063	0	1.7	0.0050014	0	0.9279551	13.095	3.101	3.941	1.756	1.366	-1.092	-1.697	-2.698	9906.038	0.084	5899.293	-1.632	10.648	-2.723	1	-0.432	3	100	0	0	7.712	1	0	0	0	0	0	7	0	0
629-14-1	-0.77	6	0	0	0	0	5	0	0	118.175	1.773	385.044	385.044	0	0	0	570.104	0	3.4	0.005517	0	0.8635573	13.451	3.105	4.759	2.892	1.212	-0.83	-0.83	-3.74	9906.038	-0.591	5899.293	-1.039	10.473	-2.592	2	-0.849	3	100	0	0	16.728	2	0	0	0	0	0	8	0	0
105-57-7	-0.43	9	0	0	0	0	4	1	0	118.175	2.636	355.679	355.679	0	0	0	539.243	0	3.4	0.0128877	0	0.9008024	12.858	3.106	4.765	3.042	0.843	-0.509	-0.509	-3.137	9906.038	-0.65	5899.293	-2.117	10.551	-2.421	0	-0.896	3	100	0	0	16.759	2	0	0	0	0	0	8	0	0
142-96-1	-1.85	6	0	0	0	0	6	0	1	130.23	1.334	422.801	422.801	0	0	0	651.346	0	1.7	0.0027328	0	0.8594826	16.06	3.982	4.671	1.087	2.72	-2.405	-3.136	-3.806	9906.038	0.261	5899.293	-0.943	10.487	-2.578	1	-0.201	3	100	0	0	8.396	1	0	0	0	0	0	9	0	0
109-92-2	-0.85	10	0	0	0	0	2	0	1	72.107	1.965	290.625	224.445	12.203	53.977	0	402.522	0	1.7	0.0095923	0	0.9071775	9.186	2.048	2.76	2.102	0.93	-0.199	0.184	-3.291	7588.922	0.344	4423.036	-1.362	9.475	-1.429	0	-0.753	3	100	0	0	8.969	1	0	0	0	0	0	5	0	0
101-84-8	-3.96	5	0	0	0	0	2	0	0	170.21	1.69	393.902	0	0	393.902	0	629.921	0	0.5	0.004535	0	0.9021957	21.533	6.882	6.834	3.398	4.198	-3.966	-4.012	-4.993	9906.038	-0.037	5899.293	0.06	9.2	0	0	0.228	3	100	0	0	7.63	1	0	12	0	12	0	13	0	0
262-12-4	-5.31	5	0	0	0	0	0	0	0	184.194	0	385.439	0	0	385.439	0	612.337	0	1	0	0	0.9047665	22.033	6.659	7.274	4.253	3.401	-3.71	-5.079	-4.911	9906.038	-0.265	5899.293	-0.162	8.545	0.192	0	0.128	3	100	0	0	15.034	2	0	14	0	14	0	14	0	0
28299-41-4	-4.85	4	0	0	0	0	2	0	1	198.264	1.605	456.225	175.551	0	280.674	0	747.133	0	0.5	0.0034471	0	0.8728061	25.142	7.077	7.843	2.778	4.222	-4.8	-5.163	-4.929	9906.038	0.315	5899.293	-0.339	9.07	-0.062	2	0.568	3	100	0	0	7.667	1	0	12	0	12	0	15	0	0
75-56-9	-0.59	13	0	0	0	0	0	1	0	58.08	3.126	203.633	203.633	0	0	0	286.271	0	2	0.0341423	0	1.0315762	5.303	1.869	1.999	2.179	-0.155	0.969	0.921	-1.021	9906.038	-0.315	5899.293	-2.85	11.232	-2.319	0	-1.086	3	100	0	0	13.282	1	0	3	3	0	2	4	0	0
109-99-9	0.56	12	0	0	0	0	0	0	0	72.107	1.995	235.352	235.352	0	0	0	339.403	0	1.7	0.0117238	0	0.9998282	7.429	2.037	2.231	1.96	0.459	0.549	0.111	-1.535	9906.038	-0.114	5899.293	-2.464	10.609	-3.016	1	-0.851	3	100	0	0	10.039	1	0	5	0	5	4	5	0	0
96-47-9	0.11	11	0	0	0	0	0	0	0	86.133	1.978	275	275	0	0	0	405.494	0	1.7	0.0096477	0	0.9634334	10.074	2.314	3.074	2.055	0.724	0.268	-0.577	-2.124	9906.038	-0.035	5899.293	-1.52	10.415	-2.902	1	-0.66	3	100	0	0	9.327	1	0	5	0	5	4	6	0	0
110-00-9	-0.82	11	0	0	0	0	0	0	0	68.075	0.321	213.762	0	0	213.762	0	297.402	0	0.5	0.0003474	0	1.008011	7.789	3.16	1.917	2.18	1.337	-0.819	-0.522	-2.422	9906.038	-0.037	5899.293	-0.766	9.515	-0.784	1	-0.652	3	100	0	0	8.452	1	0	5	0	5	0	5	0	0
132-64-9	-4.6	4	0	0	0	0	0	0	0	168.195	1.165	363.775	0	0	363.775	0	583.322	0	0.5	0.0023248	0	0.9281213	20.665	6.425	6.567	3.561	3.975	-4.61	-4.66	-4.43	9906.038	-0.037	5899.293	-0.238	9.124	0.389	1	0.178	3	100	0	0	8.344	1	0	13	0	13	0	13	0	0
77-92-9	0.51	2	0	0	3	0	6	0	-2	192.125	6.063	351.06	71.899	279.162	0	0	554.656	3	5.75	0.0662799	0.0283692	0.9299632	12.191	6.224	12.27	11.197	0.087	-0.513	-1.14	2.757	0.363	-1.95	0.194	-6.088	10.937	-0.447	3	-1.372	1	19.57	0	0	149.104	7	0	0	0	0	0	13	1	0.0518376
50-99-7	0.74	3	0	0	0	0	6	1	-2	180.157	7.538	350.808	138.491	212.317	0	0	554.653	5	10.2	0.1024503	0.0650154	0.9306294	12.191	6.214	17.745	18.054	-2.139	-1.038	-0.28	-2.654	96.05	-1.432	39.314	-4.856	10.491	-2.127	4	-0.859	2	49.906	0	0	110.218	6	0	6	0	6	5	12	0	0.1266
57-48-7	0.64	3	0	0	0	0	6	1	-2	180.157	5.611	340.508	149.569	190.94	0	0	543.004	5	8.3	0.0579771	0.0545049	0.9453061	11.724	6.096	15.866	16.012	-1.608	-0.787	-0.583	-2.417	153.186	-1.223	65.113	-4.462	10.775	-2.211	4	-0.84	2	56.644	0	0	106.085	6	0	6	0	6	5	12	0	0.103018
53-06-5	-3.11	0	0	0	0	0	4	1	-2	360.449	4.29	565.275	355.305	180.442	29.528	0	1056.093	2	8.45	0.0174295	0.0211404	0.8872384	33.824	10.093	18.821	12.878	1.461	-3.114	-3.386	-3.497	192.65	-1.206	83.42	-4.357	10.278	0.113	6	-0.199	3	76.395	0	0	106.13	5	0	17	0	17	13	26	0	0.0331535
50-02-2	-3.64	0	0	0	0	0	5	0	-2	392.466	9.383	559.049	298.979	169.884	85.18	5.008	1079.944	3	8.15	0.0815252	0.0252504	0.9105746	34.668	10.916	21.399	14.12	1.808	-3.59	-4.133	-3.385	242.601	-1.092	114.005	-3.87	10.004	0.217	4	-0.098	3	80.215	5.008	0	98.435	5	0	17	0	17	12	28	0	0.035968
50-04-4	-4.3	0	0	0	0	0	4	2	-2	402.486	5.613	642.872	425.96	189.601	27.31	0	1198.052	1	8.75	0.0262968	0.0136108	0.8485768	39.484	11.11	19.595	11.943	1.874	-4.126	-4.066	-4.112	157.729	-1.433	67.203	-4.534	10.328	0.151	6	-0.009	3	77.254	0	0	121.747	6	0	17	0	17	13	29	0	0.0217399
50-24-8	-3.21	0	0	0	0	0	5	0	-2	360.449	9.003	550.123	288.181	178.441	83.501	0	1037.216	3	8.15	0.0781407	0.0256601	0.9007787	32.942	10.573	20.715	14.143	1.595	-3.173	-3.532	-3.536	201.254	-1.204	87.454	-4.034	10.091	0.517	4	-0.205	3	77.515	0	0	101.642	5	0	17	0	17	12	26	0	0.0391629
52-01-7	-4.28	0	0	0	0	0	2	2	-1	416.574	2.967	638.171	450.205	152.234	25.747	9.985	1212.143	0	7	0.0072622	0	0.8615165	41.318	10.819	17.56	8.923	2.809	-4.363	-4.895	-3.896	356.666	-0.9	184.118	-4.042	9.735	0.462	3	0.179	3	89.072	0	0	93.555	4	0	21	0	21	16	29	0	0
53-16-7	-3.96	0	0	0	0	0	1	0	0	270.371	2.472	491.377	283.384	99.32	108.673	0	872.021	1	2.75	0.0070064	0.0055965	0.898328	29.14	8.197	12.303	6.269	3.124	-3.964	-3.954	-3.695	1132.532	-0.317	565.942	-2.871	9.05	-0.251	4	0.429	3	100	0	0	49.47	2	0	17	0	17	10	20	0	0.0101712
56-47-3	-4.63	0	0	0	0	0	3	2	-1	372.503	4.056	637.781	466.723	143.826	27.231	0	1180.343	0	6	0.0139359	0	0.8469003	39.417	10.396	16.257	7.666	3.11	-4.673	-4.313	-4.139	428.542	-0.954	197.961	-3.786	10.27	0.087	4	0.312	3	92.264	0	0	87.092	4	0	17	0	17	14	27	0	0
58-18-4	-3.99	0	0	0	0	0	1	0	0	302.456	4.657	520.14	404.112	88.794	27.234	0	970.305	1	2.75	0.0223488	0.005287	0.9112767	32.296	8.539	13.503	5.713	3.465	-4.293	-4.349	-3.098	1425.182	-0.21	725.547	-2.964	10.253	0.07	3	0.701	3	100	0	0	48.48	2	0	17	0	17	14	22	0	0.00909217
63-05-8	-3.69	0	0	0	0	0	0	0	0	286.413	3.348	497.539	374.374	93.014	30.151	0	916.368	0	4	0.0122332	0	0.9170314	30.807	7.904	12.119	5.694	2.879	-3.666	-3.477	-3.018	1299.703	-0.174	656.753	-3.128	10.024	0.015	3	0.208	3	100	0	0	52.368	2	0	17	0	17	13	21	0	0
67-78-7	-4.13	0	0	0	0	0	6	2	-2	478.513	6.941	707.987	403.894	219.36	83.43	1.303	1332.245	2	10.45	0.0361586	0.020874	0.8270457	44.107	13.156	23.865	15.382	1.808	-4.474	-4.975	-4.728	82.359	-1.933	33.845	-4.692	10.024	0.474	4	-0.029	3	71.82	1.303	0	150.876	8	0	17	0	17	12	34	0	0.0308843
68-96-2	-4.71	0	0	0	0	0	2	0	0	330.466	1.735	542.109	402.563	112.312	27.234	0	1020.7	1	4.75	0.0029496	0.0087621	0.9043653	33.67	9.125	14.881	7.675	3.031	-4.67	-4.146	-3.209	852.801	-0.473	416.49	-3.301	10.307	0.122	3	0.421	3	100	0	0	67.318	3	0	17	0	17	14	24	0	0.0143737
76-25-5	-4.32	0	0	0	0	0	4	1	-2	434.504	7.262	598.985	353.073	160.627	83.613	1.672	1167.168	2	8.9	0.0451832	0.0210131	0.8950313	38.786	11.336	21.252	13.636	1.9	-3.561	-4.827	-3.629	296.944	-1.01	135.998	-3.801	10.109	0.434	3	-0.002	3	82.329	1.672	0	98.164	6	0	20	0	20	13	31	0	0.0289676
124-94-7	-3.69	0	0	0	0	0	6	0	-2	394.439	9.423	543.085	245.852	212.897	84.336	0	1043.881	3	8.85	0.0850628	0.0282251	0.9163567	32.575	10.956	21.248	14.835	1.091	-3.472	-3.922	-3.288	94.841	-1.488	38.779	-4.57	10.21	0.653	5	-0.304	3	68.717	0	0	119.377	6	0	17	0	17	12	28	0	0.0388618
378-44-9	-3.77	0	0	0	0	0	5	0	-2	392.466	9.383	559.049	298.979	169.884	85.18	5.008	1079.944	3	8.15	0.0815252	0.0252504	0.9105746	34.668	10.916	21.399	14.12	1.808	-3.59	-4.133	-3.385	242.601	-1.092	114.005	-3.87	10.004	0.217	4	-0.098	3	80.215	5.008	0	98.435	5	0	17	0	17	12	28	0	0.035968
426-13-1	-4.1	0	0	0	0	0	3	0	-1	376.467	7.14	567.198	358.149	140.098	62.223	6.728	1073.132	2	6.45	0.047502	0.016082	0.8937151	35.461	10.174	18.673	11.083	2.398	-3.934	-4.5	-3.549	464.89	-0.77	235.314	-3.594	10.474	0.784	3	0.209	3	88.724	6.728	0	83.476	4	0	17	0	17	12	27	0	0.0242297
1177-87-3	-4.9	0	0	0	0	0	5	1	-2	434.504	6.253	640.334	378.532	171.614	85.18	5.008	1222.633	2	8.45	0.0319841	0.0186623	0.8635538	40.379	11.822	21.34	13.158	2.316	-4.197	-4.885	-4.146	233.606	-1.26	109.443	-3.902	10.05	0.265	4	0.135	3	82.895	5.008	0	113.976	6	0	17	0	17	12	31	0	0.0275029
2152-44-5	-4.71	0	0	0	0	0	8	1	-2	476.584	11.82	682.032	440.193	157.269	83.234	1.336	1342.572	2	9.4	0.1040634	0.0194912	0.8629496	43.234	12.778	23.699	13.42	2.755	-4.068	-5.348	-4.147	319.532	-1.323	146.59	-3.357	9.981	0.301	4	0.137	3	87.904	1.336	0	99.642	6	0	17	0	17	12	34	0	0.0278936
90-05-1	-1.96	5	0	0	0	0	2	0	1	124.139	2.823	305.753	79.824	55.448	170.481	0	463.554	1	1.5	0.0171907	0.0049059	0.9473881	12.741	4.593	5.915	4.493	1.188	-0.832	-1.463	-3.196	2951.81	0.031	1593.896	-1.749	8.873	-0.308	2	-0.495	3	96.008	0	0	30.207	2	0	6	0	6	0	9	0	0.0120832
99-96-7	-1.41	1	0	0	1	0	2	0	-1	138.123	3.731	319.023	0	159.767	159.255	0	481.272	2	2.75	0.0289188	0.0121906	0.9309735	13.343	5.484	8.887	7.854	0.575	-0.965	-1.369	-1.601	76.635	-0.786	39.173	-3.711	9.552	0.418	1	-0.807	2	64.038	0	0	72.082	3	0	6	0	6	0	10	0	0.0281567
123-08-0	-0.96	4	0	0	0	0	2	0	-1	122.123	2.602	311.332	18.796	129.893	162.643	0	466.83	1	2.75	0.0144985	0.008833	0.9347902	12.798	4.951	6.909	6.19	1.345	-0.923	-1.097	-3.363	580.932	-0.548	275.041	-3.148	9.471	0.463	1	-0.649	3	84.292	0	0	59.101	2	0	6	0	6	0	9	0	0.0225182
123-11-5	-1.49	1	0	0	0	0	2	0	0	136.15	4.949	324.047	98.598	75.587	149.862	0	505.268	0	2.75	0.0484794	0	0.9467564	14.214	4.814	6.146	4.3	1.106	-0.765	-1.048	-3.108	1901.543	-0.119	990.902	-2.193	9.364	0.418	1	-0.736	3	92.113	0	0	45.067	2	0	6	0	6	0	10	0	0
138-52-3	-0.85	0	0	0	0	0	9	1	-2	286.281	7.867	501.848	174.526	195.717	131.605	0	863.947	5	10.95	0.0716317	0.0487896	0.874147	23.899	9.728	21.775	19.277	-0.937	-1.398	-1.537	-4.196	138.012	-1.686	58.171	-3.799	8.812	-0.691	5	-0.993	2	59.761	0	0	113.241	7	0	12	0	12	5	20	0	0.0855277
118-55-8	-3.15	0	0	0	0	0	3	1	0	214.22	3.441	450.817	0	70.019	380.798	0	727.993	0	2.25	0.0162663	0	0.8681263	24.691	8.045	9.267	5.425	2.91	-3.094	-3.298	-5.482	2147.383	-0.237	1130.069	-1.18	9.495	0.44	1	0.002	3	100	0	0	51.541	3	0	12	0	12	0	16	0	0
96-23-1	-0.11	8	0	0	0	0	1	0	2	128.986	2.932	292.607	110.952	40.185	0	141.47	425.631	1	1.7	0.020195	0.0058098	0.9351969	10.238	3.702	5.555	3.665	0.892	-1.026	-1.141	-2.581	4119.362	0.544	10000	-2.164	10.449	-0.509	1	-0.576	3	96.868	0	0	21.313	1	0	0	0	0	0	6	0	0.0131796
374-01-6	0.3	10	0	0	0	0	1	0	2	114.067	2.2	265.946	102.692	45.735	0	117.52	378.382	1	0	0.0127908	0	0.9513156	8.347	1.628	3.813	1.955	0.723	-1.295	-1.289	-2.32	3649.204	0.455	8826.578	-2.266	12.029	-0.694	1	-0.511	3	94.937	117.52	0	21.908	1	0	0	0	0	0	7	0	0
106-48-9	-0.7	5	0	0	0	0	1	0	1	128.558	2.39	300.671	0	54.437	174.542	71.693	443.831	1	0.75	0.012871	0.0024944	0.9358771	12.633	4.76	5.787	4.008	2.386	-0.86	-1.752	-3.402	3017.712	0.265	4032.347	-1.812	9.136	-0.056	1	-0.413	3	100	0	0	22.47	1	0	6	0	6	0	8	0	0.00583389
108-43-0	-0.7	5	0	0	0	0	1	0	1	128.558	3.466	300.683	0	54.436	174.539	71.708	443.845	1	0.75	0.0270682	0.0024943	0.9358583	12.633	4.76	5.982	4.008	2.386	-0.861	-1.752	-3.402	3017.768	0.265	4033.207	-1.812	9.368	0.009	1	-0.413	3	100	0	0	22.469	1	0	6	0	6	0	8	0	0.00583389
106-41-2	-1.09	4	0	0	0	0	1	0	1	173.009	2.048	305.246	0	54.437	173.753	77.057	451.978	1	0.75	0.0092824	0.002457	0.9330973	12.951	4.852	5.869	4.016	2.295	-0.999	-2.659	-3.443	3017.706	0.275	4314.597	-1.815	9.349	0.149	1	-0.391	3	100	0	0	22.469	1	0	6	0	6	0	8	0	0.00433497
120-83-2	-1.55	4	0	0	0	0	1	0	2	163.003	3.338	322.413	0	47.871	135.453	139.089	485.487	1	0.75	0.0229489	0.0023262	0.9265542	13.927	5.278	6.599	3.773	2.832	-1.459	-2.453	-3.366	3482.907	0.473	10000	-1.829	9.171	0.191	1	-0.3	3	100	0	0	21.466	1	0	6	0	6	0	9	0	0.00460112
95-95-4	-2.21	4	0	0	0	0	1	0	2	197.448	2.261	342.407	0	47.862	98.396	196.149	525.228	1	0.75	0.0097319	0.0021904	0.9194352	15.163	5.784	7.06	3.589	3.657	-1.697	-3.165	-3.305	3483.557	0.607	10000	-1.959	9.198	0.436	1	-0.19	3	100	0	0	21.463	1	0	6	0	6	0	10	0	0.00379851
87-86-5	-4.28	3	0	0	0	0	1	0	2	266.338	2	375.794	0	41.287	43.182	291.326	597.396	1	0.75	0.006693	0.0019958	0.9128295	17.524	6.735	8.185	3.283	3.564	-3.104	-4.604	-3.148	4021.402	0.888	10000	-2.032	9.373	0.816	1	0.011	3	100	0	0	20.456	1	0	6	0	6	0	12	0	0.00281601
