__MOL_ID__	LogS	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
100-17-4	-2.41	4.742	0.796	0.03	0.74	1.221	-2.233	-0.5765	0.7174	2.275	-2.246	-0.5381	0.6838	2.381	-1.974	-0.4396	0.7775	2.498	1	-0.7886	-0.3613	0.0911	2.105	-0.887	-0.3238	0.1645	2.207	-0.5529	-0.2161	0.1931	2.316	9.091	4.133	2.5	6.439	2.813	1.642	1.647	1.483	-0.4829	0.206	0.7205	49.51	55.28	0	0	4.028	0	17.02	24.51	11.17	0	0	0	0	2.504	0.8564	0.2328	0.01526	0.1436	0.7672	0.1283	140.5	38.18	2.504	23.56	125.8	21.05	2.563	-1.563	0.4205	0.32	0.6767	0.4856	0.08334	0.3233	0.5144	0.2399	111	79.66	13.67	53.02	84.37	39.35	3.891	7.552	11	49.7	5.243	2.757	70.57	0	35.38	1.495	11	7.552	25.6	24.1	0	35.38	0	70.57	0	8	49.54	0.684	4.459	2.541	6.574	154.1	32.3	1.7	3	6	1	19	1	11	7	0	7	0	0	8	0	1	3	0	0	21.16	2	0.1818	6	19	1	11	2	0.1818	12	0	2.281	10.96	8.268	4.983	6.02	4.309	5.236	2.633	3.04	1.821	1.732	1	0.7041	0	0.1834	0	3.412	1.15	1.293	0.5516	0	0	2.263	0.7601	0.7097	0.3036	0	0	1.533	0	0.3436	0	0	0	0.8018	7	0	6.116	0	0	0	0	0	0.8346	0	0	0	10.28	0	0	-0.195	0	0	0	0	0	0	0	1.531	0	0	0	0	8.424	0	0	0	4.847	0	0	0	0	0	0	0	0	4	1	1	0	1.323	-1.482	3.988	6	1	1	2	0	0.4286	0.75	4	0	1	164	192.3	19.47	4.028	0	114.1	0	36.43	162	13	50
99-09-2	-2.19	5.344	1.063	0.277	0.996	1.641	-2.189	-0.5322	0.7237	2.266	-2.327	-0.5416	0.727	2.355	-1.915	-0.4524	0.7889	2.5	1	-0.8098	-0.3285	0.1912	2.077	-1.334	-0.3512	0.1649	2.165	-0.5529	-0.2457	0.2491	2.299	8.1	3.408	2.286	5.178	2.054	1.312	1.064	1.484	-0.4841	0.2067	0.6239	31.21	34.03	17.24	0	4.028	0	17.02	12.25	23.42	0	0	0	0	6.651	0.8101	0.2902	0.0456	0.1899	0.7098	0.1443	118.2	42.33	6.651	27.7	103.5	21.05	3.1	-2.1	0.3476	0.4286	0.6613	0.5746	0.1222	0.3387	0.4254	0.2166	96.45	83.8	17.82	49.41	62.05	31.59	3.677	7.552	0	49.7	0	5.513	103.5	0	0	1.068	32.9	7.552	25.6	24.1	0	0	0	70.57	0	5.513	66.33	0.7219	4.322	2.225	6.326	139.1	30.33	1.784	2	6	1	17	2	10	6	0	6	0	0	7	0	2	2	0	0	19.03	1	0.1	6	17	1	10	1	0.1	10	0	2.373	7.29	7.56	3.983	5.189	3.309	4.698	2.633	2.716	1.821	1.744	1.003	0.7887	0	0.2116	0	2.92	1.15	1.091	0.5516	0	0	2.087	0.7601	0.6438	0.3036	0	0	1.39	0	0.2949	0	0	0	0.8097	5	0	6.065	0	0	0	0	0	0.5902	0	0	0	10.21	0	0	-0.2258	0	0	0	0	0	0	0	0	0	0	0	5.32	8.37	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0.732	-1.153	3.614	6	1	1	1	0	0.4	0.6667	3	0	1	145.9	171.8	16.97	4.028	17.74	76.63	0	51.67	117	11	46
100-01-6	-2.37	5.37	1.063	0.277	1.008	1.679	-2.193	-0.5608	0.715	2.262	-2.326	-0.5385	0.7493	2.352	-1.913	-0.4698	0.8158	2.498	1	-0.8123	-0.3387	0.1774	2.072	-1.334	-0.3145	0.1634	2.162	-0.5529	-0.2395	0.2527	2.296	8.1	3.408	2.286	5.178	2.054	1.312	1.064	1.462	-0.4621	0.2089	0.6541	31.21	34.03	17.24	0	4.028	0	17.02	24.51	11.17	0	0	0	0	6.651	0.8101	0.2902	0.0456	0.1899	0.7098	0.1443	118.2	42.33	6.651	27.7	103.5	21.05	3.1	-2.1	0.3476	0.4286	0.6613	0.5746	0.1222	0.3387	0.4254	0.2166	96.45	83.8	17.82	49.41	62.05	31.59	3.677	7.552	0	49.7	0	5.513	103.5	0	0	1.068	32.9	7.552	25.6	24.1	0	0	0	70.57	0	5.513	66.33	0.7219	4.322	2.344	6.306	139.1	30.33	1.784	2	6	1	17	2	10	6	0	6	0	0	7	0	2	2	0	0	19.03	1	0.1	6	17	1	10	1	0.1	10	0	2.31	7.29	7.56	3.983	5.189	3.309	4.698	2.633	2.716	1.821	1.732	1	0.7887	0	0.2116	0	3.003	1.15	1.114	0.5516	0	0	1.953	0.7601	0.6018	0.3036	0	0	1.449	0	0.3081	0	0	0	0.8097	6	0	5.942	0	0	0	0	0	0.7359	0	0	0	10.19	0	0	-0.2089	0	0	0	0	0	0	0	0	0	0	0	5.325	8.352	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0.695	-1.153	3.614	6	1	1	1	0	0.5	1	3	0	1	145.9	171.8	16.97	4.028	17.74	76.63	0	51.67	120	11	46
352-97-6	-1.51	3.779	0.805	0.638	1.626	1.08	-2.364	-0.6351	0.5974	2.346	-2.7	-0.616	0.5414	2.079	-2.067	-0.4414	0.7269	2.61	0	-0.8381	-0.4716	0.1479	1.843	-1.371	-0.4811	0.1179	1.651	-0.4705	-0.2594	0.2388	2.095	8	3.938	7.2	5.291	2.424	4.158	1.603	1.579	-1.579	0.1767	0.2344	0	8.531	13.19	50.16	10.32	14.71	0	0	0	0	0	0	25.76	14.56	0.5238	0.2938	0.2938	0.4762	0.7062	0.1824	71.88	40.32	40.32	65.35	96.91	25.03	3.739	-3.739	0.1762	0.2273	0.06216	0.2938	0.2938	0.9378	0.7062	0.644	8.531	40.32	40.32	128.7	96.91	88.38	2.755	23.86	0	75.07	0	32.9	0	28.08	0	-1.446	50.91	9.645	23.86	43.82	0	0	0	31.67	0	0	99.2	0.7579	3.807	2.262	5.612	117.1	27.44	1.829	3	0	0	15	5	8	1	0	3	0	0	7	0	3	2	0	0	14.85	2	0.2857	0	14	2	7	3	0.4286	12	0	2.975	8.61	6.569	1.862	4.14	1.707	3.626	0.4082	1.924	0.3536	0	0	0.8165	0	0.1367	0	1.321	0	0.4301	0	0	0	0.6667	0	0.1708	0	0	0	0.5774	0	0.08331	0	0	0	0.8631	5	0	0	0	0	0	0	0	0	0	0	6.491	9.689	0	0	0	0	0	0	-1.354	0	0	0	0	0	0	0	4.75	7.948	0	-0.2963	2.106	0	0	0	0	0	0	0	0	0	5	5	1	0	-0.887	0.09308	2.65	1	1	0	3	0	0.4	0.6667	3	0	0	137.2	135.7	0	0	23.43	20.3	30.39	68.3	74	5	30
106-47-8	-1.66	4.872	1.066	0.277	0.367	1.144	-2.21	-0.6118	0.6524	2.133	-2.324	-0.4373	0.844	2.334	-1.857	-0.4129	0.8671	2.486	0	-0.8128	-0.3772	0.06111	1.896	-1.334	-0.2061	0.2875	2.096	-0.4063	-0.1664	0.3029	2.224	6.125	2.52	1.8	4.964	1.972	1.366	1.224	0.5551	-0.5551	0.2232	0.5445	11.22	17.06	17.24	0	0	0	0	49.02	29.58	0	0	0	0	6.651	0.9491	0.6519	0.05086	0.05086	0.3481	0	124.1	85.25	6.651	6.651	45.52	0	1.677	-1.677	0.2385	0.5367	0.8173	0.6519	0.05086	0.1827	0.3481	0.1318	106.9	85.25	6.651	23.89	45.52	17.24	3.586	0	0	0	3.501	2.757	103.5	0	39.15	1.922	32.9	0	0	0	0	0	3.501	70.57	0	41.91	26.02	0.8113	4	1.991	5.649	127.6	22.28	1.592	0	6	0	14	1	8	7	0	6	1	0	6	0	1	0	0	0	17.84	0	0	6	14	0	8	0	0	8	0	2.265	6.319	5.983	3.983	5.021	3.309	3.788	2.633	2.677	1.821	1.732	1	0.5774	0	0.2852	0	2.305	1.15	1.122	0.5516	0	0	1.427	0.7601	0.5888	0.3036	0	0	0.8165	0	0.3293	0	0	0	0.7999	5	0	7.054	0	0	0	0	0	1.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.556	0	0	5.368	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1.826	-1.84	3.508	6	1	1	0	0	0.4	0.6667	3	0	1	130.8	159.5	0	0	17.74	104	0	17.74	62	7	36
95-51-2	-1.52	4.791	1.066	0.277	0.421	1.101	-2.206	-0.6138	0.6518	2.137	-2.32	-0.4335	0.8401	2.342	-1.853	-0.4107	0.8712	2.491	0	-0.8066	-0.3778	0.06201	1.897	-1.334	-0.2046	0.2707	2.101	-0.4055	-0.1718	0.2812	2.227	6.125	2.52	1.488	4.964	1.972	1.129	1.224	0.5881	-0.5881	0.2108	0.512	6.7	21.58	17.24	0	0	0	0	24.51	54.09	0	0	0	0	6.651	0.9491	0.6519	0.05086	0.05086	0.3481	0	124.1	85.25	6.651	6.651	45.52	0	1.677	-1.677	0.2385	0.5367	0.8173	0.6519	0.05086	0.1827	0.3481	0.1318	106.9	85.25	6.651	23.89	45.52	17.24	3.586	0	0	0	3.501	2.757	103.5	0	39.15	1.922	32.9	0	0	0	0	0	3.501	70.57	0	41.91	26.02	0.8113	4	1.835	5.673	127.6	22.28	1.592	0	6	0	14	1	8	7	0	6	1	0	6	0	1	0	0	0	17.84	0	0	6	14	0	8	0	0	8	0	2.357	6.319	5.983	3.983	5.021	3.309	3.805	2.65	2.683	1.827	1.756	1.007	0.4714	0	0.247	0	2.54	1.158	1.249	0.5536	0	0	1.502	0.7601	0.6108	0.3036	0	0	1.138	0	0.4742	0	0	0	0.7999	4	0	7.221	0	0	0	0	0	1.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.584	0	0	5.388	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1.824	-1.84	3.512	6	1	1	0	0	0.25	0.3333	3	0	1	130.8	159.5	0	0	17.74	104	0	17.74	60	8	36
95-76-1	-3.24	5.589	1.201	0.277	0.352	1.196	-2.201	-0.6305	0.6368	2.146	-2.322	-0.3424	0.9664	2.368	-1.847	-0.3327	0.9789	2.5	0	-0.812	-0.3918	0.04019	1.906	-1.334	-0.1361	0.3857	2.134	-0.4062	-0.1349	0.4116	2.246	7.111	2.722	1.704	7.013	2.68	1.674	2.088	0.5737	-0.5737	0.216	0.5268	6.7	21.84	17.24	0	0	0	0	36.76	59.16	0	0	0	0	6.651	0.9552	0.6915	0.04483	0.04483	0.3085	0	141.7	102.6	6.651	6.651	45.77	0	1.704	-1.704	0.2347	0.5282	0.839	0.6915	0.04483	0.161	0.3085	0.1162	124.5	102.6	6.651	23.89	45.77	17.24	4.087	0	0	0	7.001	2.757	85.83	0	78.3	2.576	32.9	0	0	0	0	0	7.001	52.93	0	81.05	26.02	0.7642	4.17	2.037	6.021	162	24.18	1.727	0	6	0	14	1	9	8	0	6	2	0	5	0	1	0	0	0	19.35	0	0	6	14	0	9	0	0	8	0	2.409	5.646	6.853	3.853	6.077	3.232	4.198	2.466	3.161	1.738	1.573	0.933	0.7601	0	0.4236	0	2.86	1.007	1.683	0.5017	0	0	1.817	0.6422	0.8189	0.2693	0	0	1.478	0	0.8401	0	0	0	0.9234	5	0	4.983	0	0	0	0	0	1.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	0	0	5.384	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2.453	-2.574	3.957	6	1	1	0	0	0.4	0.6667	3	0	1	148.4	175.5	0	0	17.74	122.3	0	17.74	84	10	42
98-16-8	-1.47	4.106	0.673	0.277	0.305	0.957	-2.246	-0.4451	0.4718	2.353	-2.33	-0.2646	0.6395	2.47	-1.987	-0.2664	0.606	2.556	0	-0.8125	-0.3501	0.03523	2.067	-1.334	-0.1791	0.2602	2.226	-0.4648	-0.1543	0.1185	2.331	9.091	3.164	2.5	6.425	2.149	1.638	1.255	0.9863	-0.9863	0.4233	0.3064	6.7	19.27	17.24	0	0	0	9.046	24.51	24.51	0	35.73	0	0	6.651	0.8907	0.6362	0.0463	0.1093	0.3638	0.06297	128	91.4	6.651	15.7	52.25	9.046	2.663	-2.663	0.4368	0.3379	0.522	0.6516	0.295	0.478	0.3484	0.183	74.99	93.61	42.38	68.66	50.04	26.28	3.597	0	44.88	7.76	3.186	2.757	103.5	0	0	2.599	32.9	0	0	0	3.186	0	7.76	70.57	0	47.64	26.02	0.684	4.459	2.25	6.618	161.1	29.57	1.739	0	6	0	17	1	11	10	0	7	0	3	6	0	1	0	0	0	19.09	0	0	6	17	0	11	1	0.09091	11	0	2.496	9.508	8.483	4.483	5.521	3.809	4.999	2.922	2.927	2.071	2.152	1.292	1.799	0.1443	0.3137	0.08333	3.161	1.412	1.214	0.7071	0.2887	0	2.221	0.9455	0.715	0.3933	0.0135	0	2.214	0.1854	0.4117	0.08978	0	0	0.9083	5	0	4.573	0	0	0	0	0	-0.5858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.74	0	5.155	0	0	0	0	0	0	0	0	-4.296	0	0	0	0	1	2	1	0	2.206	-2.162	3.55	6	1	1	0	0	0.4	0.6667	3	0	1	143.6	177.4	0	0	17.74	116.9	0	17.74	148	13	54
91-94-1	-4.92	8.514	1.748	0.524	0.749	1.825	-2.273	-0.6615	0.6877	2.225	-2.325	-0.438	0.9082	2.451	-1.913	-0.4164	0.9434	2.587	0	-0.8071	-0.3994	0.06249	2.267	-1.334	-0.1883	0.3223	2.484	-0.4063	-0.155	0.3313	2.608	12.46	5.104	2.831	10.2	4.119	2.26	2.625	1.056	-1.056	0.1174	0.2851	13.4	34.63	34.48	0	0	0	0	53.44	83.67	0	0	0	0	13.3	0.9429	0.6458	0.05711	0.05711	0.3542	0	219.6	150.4	13.3	13.3	82.51	0	3.054	-3.054	0.131	0.2947	0.7949	0.6268	0.05711	0.2051	0.3732	0.148	185.1	146	13.3	47.78	86.92	34.48	7.072	0	0	0	7.001	11.88	171.7	0	78.3	3.825	65.79	0	0	0	0	0	7.001	112.2	0	83.81	52.04	0.5651	5.087	2.891	7.689	253.1	41.97	1.614	0	12	0	26	2	16	14	0	12	2	0	10	0	2	0	0	0	34.35	1	0.05882	12	27	0	17	1	0.05882	15	0	1.902	10.45	11.71	7.707	9.887	6.464	7.575	5.266	5.437	3.726	4.089	2.443	1.276	0.3333	0.6607	0.1667	5.944	3.286	2.989	1.648	0	0	4.035	2.49	1.774	1.053	0	0	3.115	0.8996	1.295	0.372	0	0	0.8297	9	0	10.92	0	0	0	0	1.919	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9	0	0	11.29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	3.776	-4.722	6.728	12	1	2	1	0	0.4444	0.8	5	0	2	232.9	305.1	0	0	35.48	180.9	0	35.48	440	24	82
1194-65-6	-4.24	5.785	1.078	0.03	0.2	1.28	-2.103	-0.6788	0.6713	2.13	-1.921	-0.3564	1.008	2.33	-1.78	-0.3293	1.02	2.459	0	-0.7244	-0.4122	0.05385	1.879	-0.5609	-0.2212	0.404	2.086	-0.3935	-0.1542	0.4067	2.207	8.1	3.408	1.75	7.225	2.997	1.521	2.165	0.4981	-0.4981	0.2049	0.383	0	24.04	20.3	0	0	0	0	24.51	71.42	0	17.74	0	0	0	1	0.7194	0	0	0.2806	0	158	113.7	0	0	44.34	0	1.361	-1.361	0.3557	0.4093	0.7593	0.7194	0.1123	0.2407	0.2806	0.1285	120	113.7	17.74	38.04	44.34	20.3	4.118	0	31.06	0	26.79	0	52.93	0	78.3	2.865	0	0	0	47.66	3.186	0	7.001	52.93	0	78.3	23.79	0.7219	4.322	2.082	6.348	172	21.7	1.669	1	6	0	13	0	10	8	0	7	2	0	3	0	1	0	0	0	19.78	0	0	6	13	0	10	1	0.1	6	1	2.511	4.78	7.56	4.56	6.447	3.732	4.753	2.891	3.352	1.994	2.066	1.189	0.6075	0.1361	0.3898	0.0625	3.252	1.347	1.705	0.6478	0	0	2.556	0.8779	1.087	0.3527	0	0	1.54	0.1925	0.7582	0.07217	0	0	0.9238	5	0	4.962	0	0	0	0	0	1.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.48	1.9	1	0	1	0	2.746	-3.204	4.27	6	1	1	1	0	0.4	0.6667	3	0	1	158	186.2	17.74	0	0	117.8	20.3	17.74	112	13	46
122-34-9	-4.55	8.203	1.495	0.418	1.598	1.919	-2.457	-0.5356	0.5142	2.393	-2.514	-0.5917	0.5611	2.397	-2.183	-0.2971	0.6971	2.669	0	-0.8039	-0.4517	0.06333	2.142	-0.9851	-0.4458	0.1616	2.182	-0.5082	-0.2044	0.1857	2.413	11.08	5.672	3.704	9.093	4.572	2.94	3.198	1.22	-1.22	0.1871	0.2104	69.04	0	17.24	0	44.86	0	0	29.58	37.5	0	17.05	0	0.2738	0	0.7906	0.3916	0.00127	0.2094	0.6084	0.2082	170.4	84.4	0.2738	45.14	131.1	44.86	3.775	-3.775	0.2111	0.2302	0.5091	0.2176	0.08036	0.4909	0.7824	0.4105	109.7	46.9	17.32	105.8	168.6	88.49	5.316	0	50.36	0	2.643	39.82	0	36.88	105.8	1.389	0	86.38	0	36.88	0	0	2.643	0	0	109.6	62.73	0.6194	4.7	2.71	7.087	201.7	41.82	1.673	3	6	0	25	2	13	5	0	7	1	0	12	0	5	0	0	0	28	4	0.3077	6	25	0	13	4	0.3077	19	0	2.353	18.82	9.682	5.146	8.39	4.914	6.258	1.414	4.53	1.414	0	0	0.6969	0	0.2134	0	3.532	0	1.447	0	0	0	3.186	0	0.9845	0	0	0	1.093	0	0.2841	0	0	0	0.8135	8	0	0	11.88	0	0	0	0	1.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.926	5.679	0	0	0	0	0	1.512	5.921	0	0	0	0	0	0	0	0	0	5	2	1	0	0.143	-3.237	5.132	6	1	1	4	0	0.5	1	4	0	1	215.5	247.9	17.05	0	11.37	129	44.86	28.41	260	15	58
1912-26-1	-4.06	8.98	1.545	0.224	1.511	1.828	-2.573	-0.1334	0.04285	2.499	-2.64	-0.2144	0.1818	2.483	-2.292	0.1057	0.3939	2.78	0	-0.8143	-0.3508	-0.1171	2.326	-0.9846	-0.3898	0.08626	2.356	-0.5086	-0.0543	0.1856	2.589	13.07	6.554	3.811	11.04	5.463	3.143	4.019	1.257	-1.257	0.1815	0.2041	103.6	0	8.619	0	44.86	0	0	29.58	56.24	0	17.05	0	0.1369	0	0.827	0.3961	0.0005264	0.173	0.6039	0.1725	215	103	0.1369	45	157	44.86	3.744	-3.744	0.2129	0.2321	0.5761	0.1798	0.06608	0.4239	0.8202	0.3579	149.8	46.77	17.18	110.2	213.3	93.06	6.256	0	50.36	3.124	2.643	21.81	0	55.32	139.1	1.803	3.124	68.37	0	55.32	0	0	2.643	0	0	142.9	53.94	0.5665	4.907	2.78	7.524	229.7	49.44	1.595	3	6	0	31	1	15	7	0	9	1	0	16	0	5	0	0	0	34.19	5	0.3333	6	31	0	15	5	0.3333	25	0	2.513	24.51	11.26	6.853	10.04	6.621	7.206	2.121	5.49	2.121	0	0	0.8261	0	0.3199	0	4.489	0	2.147	0	0	0	3.787	0	1.38	0	0	0	1.711	0	0.6303	0	0	0	0.7699	8	0	0	12.34	0	0	0	0	1.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08	5.815	0	0	0	0	0	2.461	3.018	0	0	0	2.022	0	0	0	0	0	5	1	1	0	0.752	-3.695	6.071	6	1	1	5	0	0.5	1	4	0	1	260.1	298.4	17.05	0	5.683	178.7	44.86	22.73	374	20	68
21725-46-2	-3.15	9.557	1.618	0.418	1.912	2.643	-2.526	-0.409	0.3638	2.542	-2.599	-0.3978	0.4377	2.518	-2.284	-0.1669	0.6105	2.784	0	-0.8003	-0.3977	0.005661	2.284	-0.9861	-0.375	0.1384	2.309	-0.5089	-0.1557	0.2049	2.541	14.06	6.074	4.817	10.86	4.603	3.598	3.125	1.41	-1.41	0.1618	0.182	60.11	20.3	17.24	0	44.86	0	0	67.08	18.75	0	34.79	0.1369	0.1369	0	0.8286	0.459	0.001039	0.1714	0.541	0.1703	218.3	120.9	0.2738	45.14	142.5	44.86	4.332	-4.332	0.184	0.2006	0.504	0.2454	0.1331	0.496	0.7546	0.3629	132.7	64.65	35.06	130.7	198.8	95.59	6.232	0	81.42	0	19.24	39.82	0	18.44	139.1	1.671	0	86.38	0	66.1	0	0	2.643	0	0	142.9	86.52	0.5436	5	2.911	7.702	240.7	48.74	1.681	4	6	0	29	2	16	6	0	9	1	0	13	0	6	0	0	0	33.29	4	0.25	6	29	0	16	5	0.3125	22	1	2.485	20.57	12.18	6.646	10.13	6.207	7.465	2.061	5.193	1.957	1.207	1	1.904	0.3536	0.9634	0.25	4.633	0	1.816	0	0.25	0	3.635	0	1.111	0	0.125	0	2.397	0	0.7474	0	0	0	0.8084	9	0	0	11.86	0	0	0	0	0.7532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36	5.733	0	0	0	0	0	0.682	5.783	0	0	0	0	-0.7558	0	0	8.865	2.086	6	2	1	0	0.159	-3.942	6.133	6	1	1	5	0	0.4444	0.8	5	0	1	263.4	297.7	34.79	0	11.37	138.1	65.16	46.16	456	20	76
