__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_acid	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nB	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sNH3	moe2D_kS_sOH	moe2D_kS_sPH2	moe2D_kS_sSH	moe2D_kS_sSiH3	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssNH2	moe2D_kS_ssO	moe2D_kS_ssPH	moe2D_kS_ssS	moe2D_kS_ssSiH2	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_sssNH	moe2D_kS_sssP	moe2D_kS_sssSiH	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_ssssSi	moe2D_kS_sssssP	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_nmol	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_acid	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
66	4.89	10.59	2.045	0.384	1.836	2.084	-2.756	-0.4758	0.5361	2.689	-2.906	-0.4542	0.5133	2.55	-2.459	-0.3247	0.6757	2.995	0	-0.8516	-0.3871	0.04461	2.696	-1.37	-0.4179	0.0542	2.634	-0.5126	-0.1707	0.1552	2.961	20.31	8.59	5.762	17.69	7.434	4.964	5.48	2.528	-2.528	0.09518	0.1517	107.7	24.47	41.22	46.58	12.95	0	0	23.16	36.76	0	0	32.02	25.76	13.3	0.7691	0.3599	0.1953	0.2309	0.6401	0.03558	279.9	131	71.08	84.03	233	12.95	6.813	-6.813	0.1956	0.1453	0.4386	0.336	0.1953	0.5614	0.664	0.3661	159.6	122.3	71.08	204.3	241.7	133.3	9.213	72.03	4.643	31.67	10.35	65.79	89.44	81.35	38.33	-1.056	65.79	60.4	34.48	73.76	6.371	50.56	0	102.2	0	0	133.6	0.4257	5.644	3.539	8.847	353.4	82.06	1.746	5	0	6	0	47	3	24	13	0	0	15	0	0	23	0	5	3	0	1	52.54	6	0.24	6	48	2	25	6	0.24	40	0	1.794	35.22	17.91	10.25	14.42	9.422	11.18	5.116	9.459	4.122	3.264	2.109	2.809	0.3708	1.064	0.2012	8.109	2.293	4.356	1.265	0.2887	0	5.868	1.739	2.888	0.8162	0.04564	0	4.868	0.5941	1.851	0.2848	1	0	0.7896	13	0	7.079	0	0	0	0	0	1.423	0	0	7.446	35.43	0	0	0	-3.225	0	0	-0.2315	0	0	0	1.165	0	0	0	11.48	0	0	0	0	0	1.598	0	0	0	0	0	0	-0.7111	2.958	0	0	0	0	0	0	0	0	0	0	8	5	1	0	-1.525	-1.664	9.142	1	13	1	2	6	0	0.4615	0.8571	7	0	2	364	447.7	45.58	0	0	17.74	202.7	34.25	98.81	1499	36	122
67	4.82	18.34	3.629	0.408	2.127	2.934	-2.85	-0.5994	0.6588	2.769	-2.897	-0.5031	0.719	2.775	-2.576	-0.4559	0.8106	3.038	0	-0.8615	-0.3966	0.07129	3.015	-1.37	-0.3436	0.1525	3.017	-0.5275	-0.2009	0.182	3.273	30.46	13.98	7.891	25.19	11.5	6.468	7.43	2.979	-2.979	0.09489	0.1288	147.9	70.94	11.19	25.86	12.95	4.185	0	101	94.49	0	2.53	32.02	25.76	6.651	0.8477	0.4901	0.1203	0.1523	0.5099	0.03199	454	262.5	64.43	81.57	273.1	17.13	7.756	-7.756	0.1866	0.1178	0.6364	0.3887	0.125	0.3636	0.6113	0.2386	340.8	208.2	66.96	194.7	327.4	127.8	15.42	72.03	6.249	49.63	14.34	38.04	307.3	81.35	6.641	3.49	49.3	62.01	38.47	73.76	6.371	20.42	0	230.9	94.34	0	119.6	0.3136	6.426	3.839	10.31	547.7	118.5	1.559	5	0	16	0	76	3	39	28	0	0	30	0	0	37	0	5	3	0	1	88.28	9	0.2093	17	80	2	43	9	0.2093	61	0	1.238	51.84	27.41	20.05	23	18.08	18.8	12.72	15.26	10.25	9.097	6.309	3.091	0.7041	1.294	0.3679	14.46	6.479	8.355	3.767	0.2041	0	11.62	4.699	6.132	2.207	0.02552	0	6.75	1.515	2.723	0.6632	1	0	0.7357	17	0	19.66	0	0	0	0	1.763	1.407	0	0	7.772	40.95	0	0	0	-3.982	0	0	-0.2908	0	0	0	0	0	0	0	5.68	0	0	0	0	0	9.193	2.729	0	0	0	0	0	-0.4958	4.362	0	0	0	0	0	0	0	0	0	0	8	4	1	1	4.509	-6.654	15.48	1	30	0	5	11	3	0.4706	0.8889	9	0	5	535.5	744.5	45.58	0	0	25.82	376.4	34.25	89.14	5180	64	208
68	4.77	12.92	2.43	0.776	1.259	2.004	-2.566	-0.4497	0.5039	2.58	-2.788	-0.4172	0.499	2.543	-2.278	-0.2645	0.6523	2.886	0	-0.8453	-0.3762	0.01255	2.779	-1.37	-0.4047	0.0542	2.799	-0.4985	-0.1789	0.1423	3.052	26.25	11.23	6.515	21.24	9.013	5.202	6.382	2.696	-2.696	0.1069	0.1423	124.5	58.76	11.19	34.48	12.95	4.185	0	93.87	36.76	0	2.53	32.02	25.76	9.292	0.8113	0.4486	0.1503	0.1887	0.5514	0.03839	362.1	200.2	67.07	84.21	246.1	17.13	6.909	-6.909	0.2094	0.1322	0.5557	0.3224	0.1559	0.4443	0.6776	0.2884	248	143.9	69.6	198.3	302.4	128.7	11.65	72.03	11	67.64	25.15	32.9	107.1	7.587	174.9	1.54	78.31	55.76	34.48	0	15.93	88.7	0	119.9	0	105.2	134.4	0.3618	5.954	3.534	9.545	432.5	96.92	1.671	5	0	12	0	58	4	30	19	0	0	21	0	0	28	0	4	4	0	1	66.14	8	0.2581	12	59	2	31	9	0.2903	45	0	2.125	40.62	22.64	15.02	18.61	13.67	14.01	7.998	10.82	6.199	6.623	4.455	3.04	0.9914	1.191	0.5955	10.49	4.634	5.445	2.717	0.2041	0	8.376	3.155	3.787	1.567	0.02552	0	6.255	1.721	2.455	0.9388	1	0	0.7598	14	0	8.48	0	0	0	0	0	3.723	0	0	7.569	38.93	0	0	0	-4.003	0	0	-0.5683	0	0	0	8.17	0	0	0	5.531	0	0	0	0	0	0.1044	5.041	0	5.314	0	0	0	-1.039	0	0	0	0	0	0	0	0	0	0	0	8	5	1	0	2.428	-4.209	11.77	1	13	1	2	7	0	0.5	1	7	0	2	446.3	569.3	48.09	0	0	31.5	283	34.25	97.33	2452	51	152
69	4.57	10.54	1.78	0.384	2.293	2.046	-2.786	-0.5511	0.5744	2.723	-2.838	-0.4954	0.5842	2.762	-2.522	-0.4097	0.7063	2.984	0	-0.8506	-0.3748	0.06175	2.698	-1.37	-0.3013	0.08696	2.701	-0.5299	-0.2119	0.1652	2.945	17.36	8.022	5	13.68	6.242	3.852	4.066	2.034	-2.034	0.1183	0.1886	88.31	24.47	28.43	25.86	12.95	0	0	40.57	55.51	0	0	0	25.76	13.3	0.835	0.4288	0.124	0.165	0.5712	0.04109	263.1	135.1	39.07	52.02	180	12.95	4.664	-4.664	0.122	0.2123	0.569	0.2865	0.124	0.431	0.7135	0.307	179.3	90.29	39.07	135.8	224.9	96.77	8.412	23.86	3.124	36.08	10.35	65.79	127.2	44.47	33.33	1.099	65.79	10.71	27.84	36.88	10.78	18.87	0	102.2	37.74	33.33	96.2	0.4683	5.459	3.355	8.469	288.4	65.09	1.447	3	0	6	0	45	3	21	14	0	0	16	0	0	24	0	4	1	0	0	49.37	5	0.2273	6	46	2	22	5	0.2273	38	0	1.789	27.85	15.41	10.83	12.51	10	9.969	6.51	7.448	5.516	4.947	3.791	1.588	0.6595	0.8444	0.4899	7.173	3.278	4.106	2.25	0	0	5.169	1.883	2.671	0.9605	0	0	3.414	1.002	1.436	0.693	1	0	0.694	12	0	7.364	0	0	0	0	0	1.605	0	0	7.45	12.36	0	0	0	0	0	0	0.05268	0	0	0	2.217	0	0	0	11.54	0	0	0	0	0	4.199	0	0	0	0	0	0	0.1649	1.874	0	0	0	0	0	0	0	0	0	0	5	5	1	0	1.451	-2.9	8.343	1	13	1	2	6	0	0.5	1	6	0	2	315.2	415.5	13.57	0	0	17.74	194	24.14	66.79	1016	30	104
70	4.52	12.78	2.998	0.907	0.809	2.02	-2.535	-0.6389	0.6558	2.561	-2.74	-0.5766	0.7348	2.462	-2.255	-0.4763	0.8069	2.862	0	-0.8448	-0.4051	0.09233	2.622	-1.37	-0.4144	0.1528	2.661	-0.4958	-0.2159	0.2185	2.915	22.68	9.871	6.016	17.32	7.457	4.51	4.612	2.488	-2.488	0.1136	0.1542	37.37	70.94	11.19	25.86	10.32	18.89	0	39.84	85.78	0	2.53	32.02	25.76	14.42	0.7295	0.5344	0.1926	0.2705	0.4656	0.07793	273.5	200.3	72.2	101.4	174.6	29.22	6.936	-6.936	0.2086	0.1317	0.5768	0.5759	0.1993	0.4232	0.4241	0.2239	216.2	215.9	74.73	158.7	159	83.95	10.69	72.03	0	75.01	10.35	38.04	212.9	10.07	6.641	2.098	49.3	58.25	34.48	25.39	6.371	20.42	0	230.9	0	0	133.3	0.3898	5.907	3.573	9.324	397.5	81.16	1.727	5	0	16	0	47	5	28	18	0	0	20	0	0	19	0	3	4	0	1	57.28	7	0.2333	17	49	2	30	7	0.2333	30	0	1.579	28.2	20.31	13.1	15.61	11.14	13.26	8.899	9.917	6.437	7.17	4.382	2.732	0.7041	0.9239	0.3679	9.778	5.57	4.672	2.859	0.2041	0	7.597	4.378	3.177	1.886	0.02552	0	5.306	1.515	1.65	0.6632	1	0	0.7938	14	0	18.43	0	0	0	0	1.628	0.9956	0	0	7.471	37.11	0	0	0	-4.04	0	0	-1.442	0	0	0	0	0	0	0	5.452	0	9.501	0	0	0	-0.08009	2.259	0	0	0	0	0	-1.362	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	3.186	-5.379	10.76	1	18	1	3	6	0	0.5	1	7	0	3	374.9	500.7	32.02	0	0	25.82	209.4	36	102.7	2132	44	146
71	4.46	19.56	4.334	0.996	1.519	3.406	-2.58	-0.6148	0.6686	2.589	-2.775	-0.5766	0.7176	2.505	-2.283	-0.4541	0.8169	2.898	0	-0.8448	-0.4189	0.08473	2.861	-1.37	-0.4099	0.1508	2.891	-0.4967	-0.2113	0.2005	3.159	31.43	13.75	7.572	23.38	10.15	5.557	5.932	3.314	-3.314	0.0872	0.1158	39.57	120.7	11.19	25.86	23.27	18.89	0	66.56	122.5	0	2.53	32.02	39.33	14.42	0.7525	0.5367	0.1659	0.2475	0.4633	0.08158	388.9	277.4	85.77	127.9	239.5	42.17	8.886	-8.886	0.1628	0.1028	0.6162	0.5668	0.1708	0.3838	0.4332	0.213	318.5	293	88.3	198.4	223.9	110.1	15.36	95.9	0	78.14	16.72	40.8	283.5	51.41	6.641	3.528	52.43	63.5	58.35	43.82	9.557	23.6	0	301.5	17.64	2.757	153.7	0.3073	6.459	3.654	10.41	554.6	109.9	1.665	6	0	22	0	66	5	40	27	0	0	30	0	0	26	0	4	5	0	1	81.45	9	0.2045	23	70	4	44	9	0.2045	43	0	1.351	38.8	28.44	19.66	22.06	16.73	19.12	13.11	13.89	9.445	10.45	6.369	3.53	1.037	1.299	0.5532	14.9	7.705	7.098	3.922	0.2041	0	12.09	6.003	5.035	2.571	0.02552	0	7.64	1.943	2.524	0.8522	1	0	0.7782	14	0	25.54	0	0	0	0	1.594	2.012	0	0	7.755	53.18	0	0	0	-4.184	1.506	0	-1.948	0	0	0	0	0	0	0	5.645	0	9.692	0	0	0	-0.2873	2.573	0	0	0	0	0	-1.292	1.293	0	0	0	0	0	0	0	0	0	0	9	5	1	1	4.544	-7.907	15.26	1	29	0	5	7	3	0.5	1	7	0	5	516.9	712.7	45.58	0	0	25.82	319.9	48.95	116.3	5106	69	216
72	4.36	12.44	2.422	0.776	1.286	2.028	-2.565	-0.4985	0.5242	2.578	-2.788	-0.445	0.523	2.513	-2.277	-0.3085	0.6842	2.885	0	-0.8453	-0.383	0.02142	2.734	-1.37	-0.4051	0.05496	2.742	-0.4985	-0.1832	0.1555	3.01	24.27	10.35	6.498	19.32	8.163	5.093	5.633	2.467	-2.467	0.1167	0.1555	99.53	41.77	11.19	34.48	12.95	4.185	0	106.1	36.76	0	2.53	32.02	25.76	6.788	0.8027	0.5071	0.1559	0.1973	0.4929	0.04138	332.4	210	64.57	81.7	204.1	17.13	6.697	-6.697	0.2161	0.1364	0.5875	0.371	0.162	0.4125	0.629	0.2505	243.3	153.6	67.1	170.8	260.5	103.7	11	72.03	0	67.64	19.91	32.9	124.7	7.587	139.5	1.531	67.31	55.76	34.48	0	15.93	53.32	0	137.5	0	99.98	125.1	0.3806	5.858	3.452	9.347	402.5	89.36	1.655	4	0	12	0	54	4	28	18	0	0	20	0	0	26	0	4	3	0	1	62.24	7	0.2414	12	55	2	29	8	0.2759	41	0	2.082	36.52	21.06	14.15	17.28	12.75	13.05	8.148	10.28	6.277	6.988	4.632	3.013	1.131	1.193	0.6565	9.316	4.498	4.856	2.547	0.2041	0	8.002	3.823	3.713	1.924	0.02552	0	5.379	1.472	2.046	0.7401	1	0	0.7535	13	0	10.44	0	0	0	0	0	3.614	0	0	7.543	38.44	0	0	0	-3.917	0	0	-0.5379	0	0	0	6.83	0	0	0	5.515	0	0	0	0	0	0.1289	5.036	0	0	0	0	0	-1.002	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	2.513	-4.473	11.12	1	13	1	2	6	0	0.4615	0.8571	7	0	2	414.1	534.2	45.58	0	0	31.5	254.7	34.25	94.83	2040	45	142
73	8.48	15.82	3.57	0.408	1.024	2.574	-2.758	-0.5509	0.6144	2.692	-2.904	-0.4933	0.7017	2.554	-2.46	-0.4185	0.7546	3	0	-0.8532	-0.399	0.06446	2.88	-1.37	-0.4212	0.1448	2.857	-0.5117	-0.1956	0.1681	3.16	29.97	12.67	7.809	25.62	10.78	6.624	7.465	3.17	-3.17	0.08917	0.121	134.4	70.94	23.99	46.58	12.95	4.185	0	39.84	85.78	0	2.53	64.03	25.76	6.651	0.7806	0.4339	0.1863	0.2194	0.5661	0.0331	404	224.6	96.45	113.6	293	17.13	9.096	-9.096	0.1591	0.1005	0.5485	0.464	0.1912	0.4515	0.536	0.2603	283.9	240.2	98.98	233.7	277.4	134.7	14.22	120.2	4.643	49.63	10.35	38.04	212.9	81.35	44.97	1.117	49.3	108.6	41.13	73.76	6.371	52.11	0	230.9	0	0	153.7	0.3212	6.322	3.727	10.16	543.7	116.7	1.769	6	0	16	0	66	3	37	23	0	0	25	0	0	29	0	5	5	0	2	78.65	9	0.225	17	69	2	40	9	0.225	50	0	1.443	49.57	26.79	16.93	21.93	14.96	17.44	9.899	14.95	7.437	7.17	4.382	4.268	0.7041	1.544	0.3679	13.32	5.57	7.017	2.859	0.4928	0	10.39	4.378	4.844	1.886	0.07116	0	7.669	1.515	2.816	0.6632	1	0	0.8055	15	0	18.86	0	0	0	0	1.637	1.119	0	0	7.689	64.09	0	0	0	-7.474	0	0	-0.5934	0	0	0	1.118	0	0	0	5.604	0	0	0	0	0	0.5866	2.574	0	0	0	0	0	-1.15	2.769	0	0	0	0	0	0	0	0	0	0	10	4	1	1	1.361	-5.482	14.27	1	24	0	4	8	2	0.4667	0.875	8	0	4	517.6	674.9	77.6	0	0	25.82	322	44.35	121.2	4406	61	198
74	7.89	14.34	3.123	0.408	0.822	2.137	-2.588	-0.5752	0.6366	2.586	-2.746	-0.4993	0.7318	2.639	-2.343	-0.4373	0.7827	2.873	0	-0.8448	-0.3894	0.06788	2.723	-1.37	-0.3292	0.1487	2.754	-0.5288	-0.1981	0.175	3.003	26.6	12.63	7.759	21.05	9.916	6.057	6.524	2.62	-2.62	0.1079	0.1464	67.22	94.42	11.19	25.86	0	18.89	0	48.54	113.2	0	2.53	32.02	25.76	9.155	0.8088	0.5152	0.1491	0.1912	0.4848	0.04209	363	231.2	66.94	85.83	217.6	18.89	6.716	-6.716	0.2154	0.136	0.6479	0.4694	0.1548	0.3521	0.5306	0.1974	290.8	210.7	69.46	158	238.2	88.58	12.51	83.03	0	49.63	10.35	38.04	250.7	31	39.97	3.357	49.3	58.25	45.48	20.93	6.371	20.42	0	230.9	37.74	33.33	122.3	0.3524	6.087	3.631	9.735	453.6	95.9	1.625	4	0	16	0	59	3	32	22	0	0	24	0	0	27	0	3	4	0	1	69.65	10	0.2941	17	61	2	34	11	0.3235	42	0	1.635	38.87	23.14	16.23	18.69	14.26	15.3	10.61	11.89	8.144	8.024	5.235	2.635	0.7041	0.9193	0.3679	10.9	5.924	5.401	3.212	0.2041	0	8.475	4.378	3.587	1.886	0.02552	0	5.286	1.515	1.675	0.6632	1	0	0.7552	14	0	19.08	0	0	0	0	1.703	1.231	0	0	7.608	38.97	0	0	0	-3.991	0	0	-0.7484	0	0	0	1.973	0	0	0	5.558	0	0	0	0	0	1.826	2.511	0	5.314	0	0	0	-1.12	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	4.847	-6.835	12.68	1	18	1	3	9	1	0.5	1	7	0	3	448.8	600.6	45.58	0	0	25.82	292.5	38.51	89.14	3046	49	162
75	7.59	15.82	3.57	0.408	1.024	2.574	-2.758	-0.5565	0.6219	2.692	-2.904	-0.4932	0.704	2.554	-2.46	-0.4223	0.7663	3	0	-0.8532	-0.3911	0.06509	2.894	-1.37	-0.4223	0.1439	2.874	-0.5117	-0.1962	0.17	3.176	29.97	12.67	7.6	25.62	10.78	6.446	7.465	3.203	-3.203	0.09044	0.1197	134.4	60.89	23.99	46.58	12.95	4.185	0	37.63	98.04	0	2.53	64.03	25.76	6.651	0.7806	0.4533	0.1863	0.2194	0.5467	0.0331	404	234.6	96.45	113.6	283	17.13	9.096	-9.096	0.1591	0.1005	0.5485	0.464	0.1912	0.4515	0.536	0.2603	283.9	240.2	98.98	233.7	277.4	134.7	14.22	120.2	4.643	49.63	10.35	38.04	212.9	81.35	44.97	1.117	49.3	108.6	41.13	73.76	6.371	52.11	0	230.9	0	0	153.7	0.3212	6.322	3.66	10.17	543.7	116.7	1.769	6	0	16	0	66	3	37	23	0	0	25	0	0	29	0	5	5	0	2	78.65	9	0.225	17	69	2	40	9	0.225	50	0	1.48	49.57	26.79	16.93	21.93	14.96	17.45	9.916	14.96	7.443	7.139	4.366	4.211	0.6735	1.519	0.3567	13.25	5.509	7.04	2.836	0.4928	0	10.7	4.356	4.984	1.88	0.07116	0	7.538	1.429	2.839	0.6375	1	0	0.8055	14	0	18.78	0	0	0	0	1.281	1.145	0	0	7.699	64.51	0	0	0	-7.512	0	0	-0.5943	0	0	0	1.119	0	0	0	5.612	0	0	0	0	0	0.5778	2.602	0	0	0	0	0	-1.157	2.773	0	0	0	0	0	0	0	0	0	0	10	4	1	1	1.322	-5.482	14.28	1	24	0	4	8	2	0.5	1	7	0	4	517.6	674.9	77.6	0	0	25.82	322	44.35	121.2	4298	62	198
76	7.52	16.45	3.32	0.408	1.463	2.575	-2.758	-0.5995	0.6588	2.693	-2.811	-0.5032	0.7247	2.782	-2.493	-0.4559	0.8106	2.961	0	-0.8545	-0.3966	0.07129	2.919	-1.37	-0.3471	0.1525	2.943	-0.5338	-0.2009	0.182	3.185	28.02	13.18	7.756	22.65	10.58	6.198	6.85	2.734	-2.734	0.1034	0.1403	123.5	70.94	11.19	25.86	12.95	4.185	0	57.24	111.9	0	2.53	32.02	25.76	6.651	0.8317	0.4871	0.1329	0.1683	0.5129	0.03535	403.1	236.1	64.43	81.57	248.6	17.13	6.946	-6.946	0.2083	0.1315	0.6591	0.4295	0.1382	0.3409	0.5705	0.2027	319.5	208.2	66.96	165.2	276.5	98.25	13.89	72.03	3.124	49.63	10.35	38.04	307.3	44.47	6.641	3.806	49.3	58.88	34.48	36.88	6.371	20.42	0	230.9	94.34	0	116.4	0.3355	6.248	3.626	10.01	492.6	105.3	1.572	4	0	16	0	67	3	35	25	0	0	27	0	0	32	0	4	3	0	1	78.56	8	0.2105	17	70	2	38	8	0.2105	51	0	1.451	44.4	24.84	18.05	20.56	16.09	16.83	11.9	13.55	9.437	8.938	6.15	2.758	0.7041	1.036	0.3679	12.47	6.57	6.84	3.859	0.2041	0	9.888	4.908	4.865	2.416	0.02552	0	5.807	1.515	1.993	0.6632	1	0	0.7384	14	0	19.58	0	0	0	0	1.761	1.404	0	0	7.718	40.49	0	0	0	-3.962	0	0	-0.2919	0	0	0	0	0	0	0	5.642	0	0	0	0	0	6.545	2.701	0	0	0	0	0	-0.9647	1.793	0	0	0	0	0	0	0	0	0	0	7	4	1	0	4.863	-6.921	14	1	26	1	4	10	1	0.5	1	7	0	4	484.7	667.2	45.58	0	0	25.82	329.1	34.25	89.14	3720	58	182
